FID,PARENT,STATUS,LENGTH,GREENBOOK,HIGHWAY,GIS,JURISDICTI,QC_NOTE,FUN_CLASS,GRID,MIN_STATIO,MAX_STATIO,COUNCIL,DISTRICT1,District,NO_LABEL,RTE_SYS_ED,Shape__Length,District_Split
3979,SMITH4, ,1230,Smith St,SMITH ST E,1,PUBLIC WAY, ,LO,0,0,1230,8,1-10A,1-10A,0, ,506.967977922836,['1-10A']
3980,SNELL1, ,112,Snelling Pl,SNELLING PL,1,PRIVATE WAY, ,LO,0,0,112,1,1-1B,1-1B,1, ,46.0797328778789,['1-1B']
3981,SNOW 1, ,257,Snow Pl,SNOW PL,1,PRIVATE WAY, ,LO,0,0,257,1,1-1C,1-1C,1, ,105.928409259303,['1-1C']
3982,SNOW 2, ,675,Snow St,SNOW ST,1,PUBLIC WAY, ,LO,0,0,675,9,2-04,2-04,1, ,278.92802934018397,['2-04']
3983,SNOW 3, ,822,Snow Hill St,SNOW HILL ST,1,PUBLIC WAY, ,LO,0,0,822,1,1-1B,1-1B,1, ,339.69735778271,['1-1B']
3984,SOBIN1, ,281,Sobin Park,SOBIN PK,1,PUBLIC WAY, ,LO,0,0,281,2,3-05,3-05,0, ,115.950337853422,['3-05']
3985,SOJOU1, ,316,Sojourner Truth Ct,SOJOURNER TRUTH CT,1,PUBLIC WAY, ,LO,0,0,247,7,1-10B,1-10B,1, ,130.533239588698,['1-10B']
3986,SOLAR1, ,489,Solaris Rd,SOLARIS RD,1,PUBLIC WAY, ,LO,0,0,489,5,2-08,2-08,0, ,201.411436469062,['2-08']
3987,SOLDI1, ,706,Soldiers Field Pl,SOLDIERS FIELD PL,1,PUBLIC WAY, ,LO,0,0,706,9,2-04,2-04,0, ,291.228618588939,['2-04']
3988,SOLDI2, ,21258,Soldiers Field Rd,SOLDIERS FIELD RD,1,DCR, ,LO,0,0,21258,9,"1-10A, 2-04","1-10A, 2-04",0, ,8771.12913330511,"['1-10A', ' 2-04']"
3989,SOLEY1, ,700,Soley St,SOLEY ST,1,PUBLIC WAY, ,LO,0,0,700,1,1-1A,1-1A,0, ,289.218505466354,['1-1A']
3990,SOMER1, ,951,Somerset St,SOMERSET ST,1,PUBLIC WAY, ,LO,0,0,951,1,1-1B,1-1B,0, ,392.918802077013,['1-1B']
3991,SONOM1, ,546,Sonoma St,SONOMA ST,1,PUBLIC WAY, ,LO,0,0,546,7,1-10B,1-10B,1, ,225.177143194787,['1-10B']
3992,SORRE1, ,263,Sorrento St,SORRENTO ST,1,PUBLIC WAY, ,LO,0,0,313,9,2-04,2-04,1, ,108.72615350767201,['2-04']
3993,SOUTH1, ,512,South Bay Ave,SOUTH BAY AV,1,PUBLIC WAY, ,LO,0,0,512,2,1-1C,1-1C,0, ,210.806341876888,['1-1C']
3994,SOUTH10, ,371,South Sydney St,SOUTH SYDNEY ST,1,PUBLIC WAY, ,LO,0,0,371,3,3-03,3-03,0, ,153.042858430215,['3-03']
3995,SOUTH11, ,191,South Whitney St,SOUTH WHITNEY ST,1,PUBLIC WAY, ,LO,0,0,191,8,1-10A,1-10A,0, ,78.759454427034,['1-10A']
3996,SOUTH12, ,4297,Southampton St,SOUTHAMPTON ST,1,PUBLIC WAY, ,AR,0,0,4297,7,"1-1C, 3-05","1-1C, 3-05",0, ,1769.33451471025,"['1-1C', ' 3-05']"
3997,SOUTH13, ,1339,Southbourne Rd,SOUTHBOURNE RD,1,PUBLIC WAY, ,LO,0,0,1339,6,2-02,2-02,0, ,551.300253336524,['2-02']
3998,SOUTH14, ,254,Souther Rd,SOUTHER RD,1,PUBLIC WAY, ,LO,0,0,254,3,3-07,3-07,0, ,104.607177315944,['3-07']
3999,SOUTH15, ,1879,Southern Ave,SOUTHERN AV,1,PUBLIC WAY, ,LO,0,0,1879,4,3-07,3-07,1, ,773.151033410097,['3-07']
4000,SOUTH16, ,587,Southmere Rd,SOUTHMERE RD,1,PUBLIC WAY, ,LO,0,0,587,4,3-07,3-07,0, ,241.65819710671298,['3-07']
4001,SOUTH18, ,394,Southwick St,SOUTHWICK ST,1,PUBLIC WAY, ,LO,0,0,394,3,3-07,3-07,1, ,162.266957274398,['3-07']
4002,SOUTH19, ,587,Southwood St,SOUTHWOOD ST,1,PUBLIC WAY, ,LO,0,0,587,7,"1-10B, 3-03","1-10B, 3-03",0, ,241.76640600801898,"['1-10B', ' 3-03']"
4003,SOUTH2, ,4689,South Huntington Ave,SOUTH HUNTINGTON AV,1,PUBLIC WAY, ,AR,0,0,4689,8,"1-10A, 2-02","1-10A, 2-02",1, ,1937.15222914317,"['1-10A', ' 2-02']"
4004,SOUTH20, ,174,South Charlame Ct,SOUTH CHARLAME CT,1,PUBLIC WAY, ,LO,0,0,174,7,1-10B,1-10B,1, ,71.82986169909721,['1-10B']
4005,SOUTH21, ,168,South Charlame Ter,SOUTH CHARLAME TER,1,PUBLIC WAY, ,LO,0,0,168,7,1-10B,1-10B,1, ,69.35129403973329,['1-10B']
4006,SOUTH22, ,588,South Bremen St,S BREMAN ST,1,PUBLIC WAY, ,LO,0,0,588,1,1-09,1-09,0, ,243.086671225367,['1-09']
4007,SOUTH23, ,97,South Cedar Pl,S CEDAR PL,1,PRIVATE WAY, ,LO,0,0,97,2,1-1C,1-1C,1, ,40.103856023171204,['1-1C']
4008,SOUTH25, ,1033,South Point Dr,SOUTH POINT DR,1,PRIVATE WAY, ,LO,0,0,1033,3,3-03,3-03,0, ,426.35884225431704,['3-03']
4009,SOUTH27, ,181,South Street Fw,SOUTH STREET FW,1,PUBLIC WAY, ,LO,0,0,181,5,2-06,2-06,1, ,74.6787226214913,['2-06']
4010,SOUTH3, ,938,South Munroe Ter,SOUTH MUNROE TR,1,PUBLIC WAY, ,LO,0,0,938,3,3-07,3-07,1, ,386.146548171548,['3-07']
4011,SOUTH4, ,655,South Russell St,SOUTH RUSSELL ST,1,PUBLIC WAY, ,LO,0,0,655,1,1-1B,1-1B,1, ,270.899136017133,['1-1B']
4012,SOUTH5, ,9421,South St,SOUTH ST JP,1,PUBLIC WAY, ,AR,0,0,9421,6,2-02,2-02,0, ,3886.9301531280703,['2-02']
4013,SOUTH6, ,736,South St,SOUTH ST BR,1,PUBLIC WAY, ,LO,0,0,736,9,2-04,2-04,0, ,303.064892329879,['2-04']
4014,SOUTH7, ,4015,South St,SOUTH ST WR W,1,PUBLIC WAY, ,AR,0,0,4015,5,2-06,2-06,1, ,1652.27710607375,['2-06']
4015,SOUTH8, ,666,South St,SOUTH ST WR E,1,PUBLIC WAY, ,AR,0,0,666,5,"2-02, 2-06","2-02, 2-06",1, ,274.078492337152,"['2-02', ' 2-06']"
4016,SOUTH9, ,890,South St,SOUTH ST BP,1,PUBLIC WAY, ,LO,0,0,890,2,1-1C,1-1C,1, ,367.835381089557,['1-1C']
4017,SPALD1, ,676,Spalding St,SPALDING ST,1,PUBLIC WAY, ,LO,0,0,676,6,2-02,2-02,1, ,278.399567621981,['2-02']
4018,SPARH1, ,1435,Sparhawk St,SPARHAWK ST,1,PUBLIC WAY, ,AR,0,0,1435,9,2-04,2-04,0, ,591.2367352203511,['2-04']
4019,SPARR1, ,966,Sparrow St,SPARROW ST,1,PUBLIC WAY, ,LO,0,0,966,6,2-06,2-06,0, ,397.81235896665703,['2-06']
4020,SPAUL1, ,431,Spaulding St,SPAULDING ST,1,PUBLIC WAY, ,LO,0,0,431,3,3-07,3-07,0, ,177.49025759694197,['3-07']
4021,SPEAR1, ,497,Speare Pl,SPEARE PL,1,PRIVATE WAY, ,LO,0,0,497,8,1-10A,1-10A,1, ,204.914775617561,['1-10A']
4022,LESTO1, ,801,Leston St,LESTON ST,1,PUBLIC WAY, ,LO,0,0,801,4,3-07,3-07,0, ,330.265377554324,['3-07']
4023,NASHU1, ,1878,Nashua St,NASHUA ST,1,PUBLIC WAY, ,AR,0,0,1916,8,1-1B,1-1B,0, ,774.8062635305259,['1-1B']
4024,LETER1, ,173,Leterfine Ter,LETERFINE TER,1,PRIVATE WAY, ,LO,0,0,173,7,3-03,3-03,1, ,71.38877697648171,['3-03']
4025,NASSA1, ,314,Nassau St,NASSAU ST,1,PUBLIC WAY, ,LO,0,0,314,2,1-1C,1-1C,0, ,129.24351783790001,['1-1C']
4026,NATHA1, ,90,Nathan St,NATHAN ST,1,PRIVATE WAY, ,LO,0,0,90,7,1-10B,1-10B,0, ,37.294840127052005,['1-10B']
4027,NATIO1, ,519,National St,NATIONAL ST,1,PUBLIC WAY, ,LO,0,0,519,2,3-05,3-05,1, ,214.34536345683102,['3-05']
4028,NAVAR1, ,1700,Navarre St,NAVARRE ST,1,PUBLIC WAY, ,CO,0,0,1700,5,2-08,2-08,0, ,701.571378361461,['2-08']
4029,NAVIL1, ,251,Navillus Ter,NAVILLUS TER,1,PUBLIC WAY, ,LO,0,0,251,3,3-03,3-03,0, ,103.30165858204799,['3-03']
4030,NAY S1, ,384,Nay St,NAY ST,1,PRIVATE WAY, ,LO,0,0,384,1,1-09,1-09,1, ,158.153200372945,['1-09']
4031,NAZIN1, ,752,Nazing St,NAZING ST,1,PUBLIC WAY, ,LO,0,0,752,7,"1-10B, 3-03","1-10B, 3-03",1, ,309.81223778276296,"['1-10B', ' 3-03']"
4032,NAZIN2, ,133,Nazing Ct,NAZING CT,1,PRIVATE WAY, ,LO,0,0,133,7,1-10B,1-10B,1, ,54.833998660900605,['1-10B']
4033,NEAL 1, ,102,Neal Ct,NEAL CT,1,PRIVATE WAY, ,LO,0,0,102,1,1-1A,1-1A,0, ,41.9919926910065,['1-1A']
4034,NEARE1, ,234,Nearen Row,NEAREN ROW,1,PUBLIC WAY, ,LO,0,0,234,1,1-1A,1-1A,0, ,96.665244259339,['1-1A']
4035,NECCO1, ,343,Necco Ct,NECCO CT,1,PRIVATE WAY, ,LO,0,0,343,2,3-05,3-05,1, ,141.416168965913,['3-05']
4036,NECCO2, ,307,Necco Pl,NECCO PL,1,PRIVATE WAY, ,LO,0,0,307,2,3-05,3-05,1, ,126.586301209996,['3-05']
4037,NECCO3, ,449,Necco St,NECCO ST,1,PRIVATE WAY, ,LO,0,0,449,2,3-05,3-05,1, ,185.424541909275,['3-05']
4038,NEEDH1, ,993,Needham Rd,NEEDHAM RD,1,PUBLIC WAY, ,LO,0,0,993,5,2-08,2-08,0, ,409.143569160686,['2-08']
4039,NEILL1, ,729,Neillian Crescent,NEILLIAN CRESCENT,1,PUBLIC WAY, ,LO,0,0,729,6,2-02,2-02,1, ,300.489456330612,['2-02']
4040,NELSO1, ,1123,Nelson St,NELSON ST,1,PUBLIC WAY, ,LO,0,0,1123,4,3-07,3-07,0, ,463.597641694513,['3-07']
4041,NEPON1, ,6737,Neponset Ave,NEPONSET AV DO,1,PUBLIC WAY, ,AR,0,0,6737,3,3-07,3-07,1, ,2777.3099339544,['3-07']
4042,NEPON2, ,242,Neponset Ct,NEPONSET CT,1,PRIVATE WAY, ,LO,0,0,242,6,2-02,2-02,0, ,100.016328661964,['2-02']
4043,NEPON4, ,2740,Neponset Valley Pkwy,NEPONSET VALLEY PKWY N,1,DCR, ,AR,0,0,2740,5,2-08,2-08,0, ,1129.08565025222,['2-08']
4044,NEPON5, ,1352,Neponset Valley Pkwy,NEPONSET VALLEY PKWY EB,1,DCR, ,AR,0,0,1352,5,2-08,2-08,0, ,556.089921903993,['2-08']
4045,NEPON6, ,1268,Neponset Valley Pkwy,NEPONSET VALLEY PKWY WB,1,DCR, ,AR,0,0,1268,5,2-08,2-08,0, ,521.726997148079,['2-08']
4046,NEPON7, ,1323,Neponset Valley Pkwy,NEPONSET VALLEY PKWY S,1,DCR, ,AR,0,0,1323,5,2-08,2-08,0, ,544.067338583763,['2-08']
4047,NEPON8, ,2220,Neponset Av,NEPONSET AV JP,1,PUBLIC WAY, ,CO,0,0,2220,6,2-02,2-02,0, ,913.381872854732,['2-02']
4048,NEPON9, ,2478,Neponset Av,NEPONSET AV HP,1,PUBLIC WAY, ,LO,0,0,2478,5,2-08,2-08,0, ,1021.06396598746,['2-08']
4049,NEPTU1, ,668,Neptune Rd,NEPTUNE RD,1,PUBLIC WAY, ,AR,0,0,668,1,1-09,1-09,1, ,275.71038192649297,['1-09']
4050,NEPTU2, ,131,Neptune Ct,NEPTUNE CT,1,PUBLIC WAY, ,LO,0,0,131,1,1-09,1-09,1, ,49.767448931992796,['1-09']
4051,NEPTU3, ,554,Neptune Rd,NEPTUNE RD EB,1,MPA, ,LO,0,0,596,1,1-09,1-09,1, ,228.55937439255902,['1-09']
4052,NEPTU4, ,549,Neptune Rd,NEPTUNE RD WB,1,MPA, ,LO,0,0,619,1,1-09,1-09,1, ,226.486216138336,['1-09']
4053,NEPTU5, ,877,Neptune Cir,NEPTUNE CIR,1,PUBLIC WAY, ,LO,0,0,877,1,1-09,1-09,0, ,362.207737495552,['1-09']
4054,NESSL1, ,545,Nessle Way,NESSLE WAY,1,PRIVATE WAY, ,LO,0,0,545,8,1-10A,1-10A,0, ,225.093953370994,['1-10A']
4055,NETHE1, ,486,Netherlands Rd,NETHERLANDS RD,1,DCR, ,LO,0,0,486,8,1-10A,1-10A,1, ,200.51590662943198,['1-10A']
4056,NEVA 1, ,226,Neva St,NEVA ST,1,PRIVATE WAY, ,LO,0,0,226,3,3-07,3-07,0, ,93.1721304063068,['3-07']
4057,NEVAD1, ,1018,Nevada St,NEVADA ST,1,PUBLIC WAY, ,LO,0,0,1018,3,3-07,3-07,1, ,420.30537062053804,['3-07']
4058,NEVIN1, ,459,Nevins St,NEVINS ST,1,PUBLIC WAY, ,LO,0,0,459,9,2-04,2-04,1, ,189.528484245872,['2-04']
4059,NEW B1, ,886,New Bedford St,NEW BEDFORD ST,1,PUBLIC WAY, ,LO,0,0,886,5,2-08,2-08,0, ,364.974178198257,['2-08']
4060,NEW C1, ,1136,New Chardon St,NEW CHARDON ST,1,PUBLIC WAY, ,AR,0,0,1136,1,1-1B,1-1B,1, ,468.418827490643,['1-1B']
4061,NEW E1, ,1445,New England Ave,NEW ENGLAND AV,1,PUBLIC WAY, ,LO,0,0,1445,4,3-07,3-07,0, ,596.531910387298,['3-07']
4062,NEW H1, ,2104,New Haven St,NEW HAVEN ST,1,PUBLIC WAY, ,LO,0,0,2104,6,2-06,2-06,0, ,868.240748829391,['2-06']
4063,NEW H2, ,384,New Heath St,NEW HEATH ST E,1,PUBLIC WAY, ,LO,0,0,384,7,1-10B,1-10B,1, ,158.18130113261,['1-10B']
4064,NEW H3, ,497,New Heath St,NEW HEATH ST W,1,PUBLIC WAY, ,LO,0,0,497,6,1-10A,1-10A,1, ,204.657509206934,['1-10A']
4065,NEW P1, ,411,New Park Ave,NEW PARK AV,1,PUBLIC WAY, ,LO,0,0,411,5,2-06,2-06,0, ,169.644391751796,['2-06']
4066,NEW R1, ,5781,New Rutherford Ave,NEW RUTHERFORD AV (NB),1,PUBLIC WAY, ,AR,0,0,5781,1,1-1A,1-1A,0,04-30-22-MODIFIED GEOMETRY/LENGTH,2387.86455989078,['1-1A']
4067,NEW S1, ,510,New St,NEW ST,1,PUBLIC WAY, ,LO,0,0,510,1,1-09,1-09,0, ,210.824064778293,['1-09']
4068,NEW W1, ,1382,New Whitney St,NEW WHITNEY ST,1,PRIVATE WAY, ,LO,0,0,1382,8,1-10A,1-10A,1, ,570.2408077325911,['1-10A']
4069,NEWAC1, ,668,Newacre Rd,NEWACRE RD,1,PUBLIC WAY, ,LO,0,0,668,5,2-08,2-08,1, ,275.20514746145403,['2-08']
4070,NEWBE1, ,888,Newbern St,NEWBERN ST,1,PUBLIC WAY, ,LO,0,0,888,6,2-02,2-02,1, ,366.870638849604,['2-02']
4071,NEWBU1, ,2473,Newburg St,NEWBURG ST,1,PUBLIC WAY, ,LO,0,0,2473,5,2-06,2-06,0, ,1019.2992597548199,['2-06']
4072,NEWBU2, ,926,Newbury St,NEWBURY ST W,1,PUBLIC WAY, ,LO,0,0,926,8,"1-10A, 1-1C","1-10A, 1-1C",1, ,381.401384320749,"['1-10A', ' 1-1C']"
4073,NEWBU3, ,1258,Newbury St,NEWBURY ST E,1,PUBLIC WAY, ,LO,0,0,1258,8,1-10A,1-10A,0, ,518.162438626165,['1-10A']
4074,NEWBU4, ,4901,Newbury St,NEWBURY ST BP,1,PUBLIC WAY, ,AR,0,0,4901,8,1-1C,1-1C,0, ,2019.3360055083604,['1-1C']
4075,NEWCA1, ,835,Newcastle Rd,NEWCASTLE RD,1,PUBLIC WAY, ,LO,0,0,835,9,2-04,2-04,1, ,343.93481846656306,['2-04']
4076,NEWCA3, ,518,Newcastle St,NEWCASTLE ST,1,PRIVATE WAY, ,LO,0,0,518,5,3-07,3-07,0, ,213.244744786296,['3-07']
4077,NEWCO1, ,683,Newcomb St,NEWCOMB ST,1,PUBLIC WAY, ,LO,0,0,683,7,1-10B,1-10B,1, ,281.579736635285,['1-10B']
4078,NEWCR1, ,742,Newcroft Cr,NEWCROFT CR,1,PUBLIC WAY, ,LO,0,0,742,4,3-07,3-07,0, ,305.82567408789,['3-07']
4079,NEWHA1, ,597,Newhall St,NEWHALL ST,1,PUBLIC WAY, ,LO,0,0,597,3,3-07,3-07,0, ,246.58829230481004,['3-07']
4080,NEWHA2, ,149,Newhall Pl,NEWHALL PL,1,PRIVATE WAY, ,LO,0,0,149,3,3-07,3-07,0, ,61.3105881515716,['3-07']
4081,NEWHI1, ,138,Newhill Pl,NEWHILL PL,1,PUBLIC WAY, ,LO,0,0,138,2,3-05,3-05,0, ,57.0421672561724,['3-05']
4082,NEWKI1, ,296,Newkirk St,NEWKIRK ST,1,PUBLIC WAY, ,LO,0,0,296,3,3-07,3-07,1, ,121.865035595546,['3-07']
4083,NEWLA1, ,550,Newland Pl,NEWLAND PL,1,PRIVATE WAY, ,LO,0,0,550,7,1-1C,1-1C,0, ,226.8392207678,['1-1C']
4084,NEWLA2, ,1663,Newland St,NEWLAND ST,1,PUBLIC WAY, ,LO,0,0,1663,2,1-1C,1-1C,0, ,685.951465202244,['1-1C']
4085,NEWMA1, ,954,Newmarket Sq,NEW MARKET SQ BP N,1,PUBLIC WAY, ,LO,0,0,954,7,1-1C,1-1C,0, ,392.878036516794,['1-1C']
4086,NEWMA2, ,1520,Newmarket Sq,NEW MARKET SQ BP W,1,PUBLIC WAY, ,LO,0,0,1520,7,1-1C,1-1C,0, ,627.412644343219,['1-1C']
4087,NEWMA3, ,1015,Newmarket Sq,NEW MARKET SQ BP E,1,PUBLIC WAY, ,LO,0,0,1015,7,1-1C,1-1C,0, ,418.959956238397,['1-1C']
4088,NEWMA4, ,150,Newman Pl,NEWMAN PL,1,PRIVATE WAY, ,LO,0,0,150,7,1-10B,1-10B,0, ,61.7033335359677,['1-10B']
4089,NEWPO1, ,676,Newport St,NEWPORT ST,1,PUBLIC WAY, ,LO,0,0,676,3,3-03,3-03,0, ,279.39014936122504,['3-03']
4090,NEWSO1, ,265,Newsome Park,NEWSOME PK,1,PUBLIC WAY, ,LO,0,0,265,6,2-02,2-02,1, ,109.228807854855,['2-02']
4091,NEWTO1, ,2270,Newton St,NEWTON ST,1,PUBLIC WAY, ,LO,0,0,2270,9,2-04,2-04,0, ,935.7463100958599,['2-04']
4092,NIGHT1, ,1530,Nightingale St,NIGHTINGALE ST,1,PUBLIC WAY, ,LO,0,0,1530,4,"3-03, 3-07","3-03, 3-07",1, ,629.85274524802,"['3-03', ' 3-07']"
4093,NIKIS1, ,830,Nikisch Ave,NIKISCH AV,1,PUBLIC WAY, ,LO,0,0,830,5,2-06,2-06,0, ,342.320907071199,['2-06']
4094,NILES1, ,284,Niles St,NILES ST,1,PUBLIC WAY, ,LO,0,0,284,9,2-04,2-04,1, ,116.799006165343,['2-04']
4095,NINTH1, ,1250,Ninth St,NINTH ST,1,PUBLIC WAY, ,LO,0,0,1250,1,1-1A,1-1A,0,04-30-22-MODIFIED GEOMETRY,515.929989541352,['1-1A']
4096,NIRA 1, ,651,Nira Ave,NIRA AV,1,PUBLIC WAY, ,LO,0,0,651,8,1-10A,1-10A,0, ,268.5926366819,['1-10A']
4097,NIXON1, ,701,Nixon St,NIXON ST,1,PUBLIC WAY, ,LO,0,0,701,4,3-07,3-07,1, ,289.391592056969,['3-07']
4098,NO. M1, ,333,North Mead St,N MEAD ST (S),1,PUBLIC WAY, ,LO,0,0,611,1,1-1A,1-1A,0, ,137.582101900888,['1-1A']
4099,NOAH 1, ,333,Noah St,NOAH ST,1,PRIVATE WAY, ,LO,0,0,333,5,2-08,2-08,1, ,137.08630432476699,['2-08']
4100,NOBLE1, ,158,Noble Ct,NOBLE CT,1,PRIVATE WAY, ,LO,0,0,158,1,1-09,1-09,1, ,65.3007356150909,['1-09']
4101,NONAN1, ,2046,Nonantum St,NONANTUM ST,1,PUBLIC WAY, ,LO,0,0,2046,9,2-04,2-04,0, ,843.016710530166,['2-04']
4102,NONAN2, ,2067,Nonantum Rd,NONANTUM RD,1,DCR, ,LO,0,0,2067,9,2-04,2-04,0, ,851.2261372989509,['2-04']
4103,NONQU1, ,384,Nonquit St,NONQUIT ST,1,PUBLIC WAY, ,LO,0,0,384,7,3-03,3-03,1, ,158.655951826137,['3-03']
4104,NORCR1, ,142,Norcross Pl,NORCROSS PL,1,PUBLIC WAY, ,LO,0,0,142,2,3-05,3-05,0, ,58.52578090365021,['3-05']
4105,NORFO1, ,3777,Norfolk Ave,NORFOLK AV,1,PUBLIC WAY, ,CO,0,0,3777,7,"1-10B, 3-03","1-10B, 3-03",0, ,1558.02689117669,"['1-10B', ' 3-03']"
4106,NORFO2, ,101,Norfolk Ct,NORFOLK CT,1,PRIVATE WAY, ,LO,0,0,101,4,3-07,3-07,0, ,41.7752433023565,['3-07']
4107,NORFO3, ,8043,Norfolk St,NORFOLK ST DO,1,PUBLIC WAY, ,AR,0,0,8043,4,3-07,3-07,0, ,3314.46929257423,['3-07']
4108,NORFO4, ,632,Norfolk St,NORFOLK ST RX,1,PUBLIC WAY, ,LO,0,0,632,7,1-10B,1-10B,1, ,260.515901336813,['1-10B']
4109,NORFO5, ,174,Norfolk Ter,NORFOLK TER,1,PRIVATE WAY, ,LO,0,0,174,4,3-07,3-07,0, ,71.8512141808707,['3-07']
4110,NORMA1, ,1340,Normandy St,NORMANDY ST S,1,PUBLIC WAY, ,CO,0,0,1340,4,3-03,3-03,1, ,553.017509274753,['3-03']
4111,NORMA2, ,1806,Normandy St,NORMANDY ST N,1,PUBLIC WAY, ,LO,0,0,1806,4,3-03,3-03,0, ,744.891120756973,['3-03']
4112,NORRI1, ,375,Norris Rd,NORRIS RD,1,PUBLIC WAY, ,LO,0,0,375,5,2-08,2-08,0, ,154.490261516343,['2-08']
4113,NORTH1, ,352,North Anderson St,NORTH ANDERSON ST,1,PUBLIC WAY, ,LO,0,0,396,8,1-1B,1-1B,1, ,145.40602745104098,['1-1B']
4114,NORTH10, ,2720,North Washington St,NORTH WASHINGTON ST,1,PUBLIC WAY, ,AR,0,0,2844,1,"1-1A, 1-1B","1-1A, 1-1B",1, ,1217.55892539037,"['1-1A', ' 1-1B']"
4115,NORTH11, ,4166,Northampton St,NORTHAMPTON ST,1,PUBLIC WAY, ,AR,0,0,3700,7,1-10B,1-10B,0, ,1718.90153252409,['1-10B']
4116,NORTH12, ,1080,Northbourne Rd,NORTHBOURNE RD,1,PUBLIC WAY, ,LO,0,0,1080,6,2-02,2-02,0, ,444.589066158871,['2-02']
4117,NORTH13, ,2041,Northdale Rd,NORTHDALE RD,1,PUBLIC WAY, ,LO,0,0,2041,6,2-06,2-06,0, ,840.96819830533,['2-06']
4118,NORTH14, ,190,Northdale Ter,NORTHDALE TER,1,PUBLIC WAY, ,LO,0,0,190,6,2-06,2-06,0, ,78.2867963218364,['2-06']
4119,NORTH15, ,3948,Northern Ave,NORTHERN AV N,1,PUBLIC WAY, ,AR,0,0,3948,2,"1-1C, 3-05","1-1C, 3-05",0, ,1627.99803946507,"['1-1C', ' 3-05']"
4120,NORTH16, ,138,North Charlame Ct,NORTH CHARLAME CT,1,PUBLIC WAY, ,LO,0,0,138,7,1-10B,1-10B,1, ,56.870380462669104,['1-10B']
4121,NORTH17, ,134,North Charlame Ter,NORTH CHARLAME TER,1,PUBLIC WAY, ,LO,0,0,134,7,1-10B,1-10B,1, ,55.5096711680944,['1-10B']
4122,NORTH18, ,266,North Sq,NORTH SQ,1,PUBLIC WAY, ,LO,0,0,266,1,1-1B,1-1B,1, ,109.881415589594,['1-1B']
4123,NORTH19, ,216,Northwood St,NORTHWOOD ST,1,PUBLIC WAY, ,LO,0,0,216,1,1-09,1-09,1, ,89.22544926647569,['1-09']
4124,NORTH2, ,466,North Ave,NORTH AV,1,PUBLIC WAY, ,LO,0,0,466,7,3-03,3-03,0, ,191.768027078539,['3-03']
4125,MERCA1, ,195,MERCANTILE ST,MERCANTILE ST SB,1,PUBLIC WAY, ,CO,0,0,195,1,1-1B,1-1B,0, ,80.5046394028333,['1-1B']
4126,NORTH27, ,119,North Bennet Pl,NORTH BENNET PL,1,PRIVATE WAY, ,LO,0,0,119,1,1-1B,1-1B,1, ,49.1282041707057,['1-1B']
4127,NORTH28, ,130,North Hanover Ct,NORTH HANOVER CT,1,PRIVATE WAY, ,LO,0,0,130,1,1-1B,1-1B,1, ,53.4636257854051,['1-1B']
4128,NORTH29, ,76,North Margin Street Ct,NORTH MARGIN ST CT,1,PRIVATE WAY, ,LO,0,0,76,1,1-1B,1-1B,1, ,31.5573755292525,['1-1B']
4129,NORTH3, ,589,North Bennet St,NORTH BENNET ST,1,PUBLIC WAY, ,LO,0,0,589,1,1-1B,1-1B,0, ,243.114638321353,['1-1B']
4130,NORTH36, ,2592,Northern Ave,NORTHERN AV S,1,PUBLIC WAY, ,LO,0,0,2592,2,3-05,3-05,0, ,1068.8750568267599,['3-05']
4131,NORTH4, ,448,North Grove St,NORTH GROVE ST,1,PUBLIC WAY, ,LO,0,0,490,8,1-1B,1-1B,1, ,185.153343453666,['1-1B']
4132,NORTH5, ,207,North Hudson St,NORTH HUDSON ST,1,PUBLIC WAY, ,LO,0,0,207,1,1-1B,1-1B,1, ,85.4730413655536,['1-1B']
4133,NORTH6, ,1010,North Margin St,NORTH MARGIN ST,1,PUBLIC WAY, ,LO,0,0,1010,1,1-1B,1-1B,1, ,417.217233557996,['1-1B']
4134,NORTH7, ,878,North Monroe Ter,NORTH MONROE TER,1,PUBLIC WAY, ,LO,0,0,878,3,3-07,3-07,1, ,361.24705608148497,['3-07']
4135,NORTO1, ,1251,Norton St,NORTON ST HP,1,PUBLIC WAY, ,LO,0,0,1251,5,2-08,2-08,0, ,514.826398489357,['2-08']
4136,NORTO2, ,1455,Norton St,NORTON ST DO,1,PUBLIC WAY, ,LO,0,0,1455,4,3-03,3-03,0, ,599.7562487001541,['3-03']
4137,NORWA1, ,747,Norway Park,NORWAY PK,1,PUBLIC WAY, ,LO,0,0,747,5,2-08,2-08,0, ,307.61623032350496,['2-08']
4138,NORWA2, ,523,Norway St,NORWAY ST,1,PUBLIC WAY, ,LO,0,0,523,8,1-10A,1-10A,1, ,215.288687653383,['1-10A']
4139,NORWE1, ,3980,Norwell St,NORWELL ST,1,PUBLIC WAY, ,CO,0,0,3980,4,"3-03, 3-07","3-03, 3-07",1, ,1643.1900094717,"['3-03', ' 3-07']"
4140,NOTRE1, ,695,Notre Dame St,NOTRE DAME ST,1,PUBLIC WAY, ,LO,0,0,695,6,1-10B,1-10B,1, ,286.591593418903,['1-10B']
4141,NOTT 1, ,260,Nott St,NOTT ST,1,PRIVATE WAY, ,LO,0,0,260,5,2-08,2-08,0, ,107.272490365972,['2-08']
4142,NOTTI1, ,687,Nottingham St,NOTTINGHAM ST,1,PUBLIC WAY, ,LO,0,0,687,4,3-03,3-03,1, ,283.633914102026,['3-03']
