,case_enquiry_id,open_dt,target_dt,closed_dt,ontime,case_status,closure_reason,case_title,subject,reason,type,location,location_street_name,location_zipcode,latitude,longitude,source
25452,101004645258,2023-01-27 05:07:00,2023-01-30 08:30:00,,OVERDUE,Open, ,Sidewalk Repair (Make Safe),Public Works Department,Highway Maintenance,Sidewalk Repair (Make Safe),6 Marine Rd  South Boston  MA  02127,6 Marine Rd,2127.0,42.3307,-71.0396,Citizens Connect App
25580,101004682198,2023-02-17 17:38:00,2023-02-22 08:30:00,,OVERDUE,Open, ,Sidewalk Repair (Make Safe),Public Works Department,Highway Maintenance,Sidewalk Repair (Make Safe),INTERSECTION of Atwill Rd & Richwood St  West Roxbury  MA  ,INTERSECTION Atwill Rd & Richwood St,,42.3594,-71.0587,Citizens Connect App
25707,101004646842,2023-01-28 08:43:00,2023-01-31 08:30:00,,OVERDUE,Open, ,Sidewalk Repair (Make Safe),Public Works Department,Highway Maintenance,Sidewalk Repair (Make Safe),199 Callender St  Dorchester  MA  02124,199 Callender St,2124.0,42.2883,-71.0874,Citizens Connect App
25717,101004646955,2023-01-28 10:18:00,2023-01-31 08:30:00,,OVERDUE,Open, ,Sidewalk Repair (Make Safe),Public Works Department,Highway Maintenance,Sidewalk Repair (Make Safe),INTERSECTION of Public Alley No. 716 & Harrison Ave  Roxbury  MA  ,INTERSECTION Public Alley No. 716 & Harrison Ave,,42.3594,-71.0587,Citizens Connect App
25817,101004647696,2023-01-29 08:58:00,2023-01-31 08:30:00,,OVERDUE,Open, ,Sidewalk Repair (Make Safe),Public Works Department,Highway Maintenance,Sidewalk Repair (Make Safe),48 Temple St  Boston  MA  02114,48 Temple St,2114.0,42.36,-71.0635,Citizens Connect App
25859,101004683769,2023-02-20 11:30:00,2023-02-22 08:30:00,,OVERDUE,Open, ,Sidewalk Repair (Make Safe),Public Works Department,Highway Maintenance,Sidewalk Repair (Make Safe),655-657 Tremont St  Roxbury  MA  02118,655-657 Tremont St,2118.0,42.3421,-71.0757,Citizens Connect App
25920,101004684159,2023-02-20 17:49:00,2023-02-22 08:30:00,,OVERDUE,Open, ,Sidewalk Repair (Make Safe),Public Works Department,Highway Maintenance,Sidewalk Repair (Make Safe),98 Salem St  Boston  MA  02113,98 Salem St,2113.0,42.3641,-71.0557,Citizens Connect App
26061,101004649642,2023-01-30 16:21:00,2023-01-31 16:22:04,,OVERDUE,Open, ,Sidewalk Repair (Make Safe),Public Works Department,Highway Maintenance,Sidewalk Repair (Make Safe),27 May St  Jamaica Plain  MA  02130,27 May St,2130.0,42.31,-71.123,Citizens Connect App
26244,101004685693,2023-02-22 09:06:00,2023-02-23 09:06:10,,OVERDUE,Open, ,Sidewalk Repair (Make Safe),Public Works Department,Highway Maintenance,Sidewalk Repair (Make Safe),427-429 Washington St  Boston  MA  02108,427-429 Washington St,2108.0,42.3557,-71.0606,Citizens Connect App
26301,101004651577,2023-02-01 08:32:00,2023-02-02 08:33:06,,OVERDUE,Open, ,Sidewalk Repair (Make Safe),Public Works Department,Highway Maintenance,Sidewalk Repair (Make Safe),INTERSECTION of E Berkeley St & Washington St  Roxbury  MA  ,INTERSECTION E Berkeley St & Washington St,,42.3594,-71.0587,Citizens Connect App
26457,101004686272,2023-02-22 14:31:00,2023-02-23 14:31:10,,OVERDUE,Open, ,Sidewalk Repair (Make Safe),Public Works Department,Highway Maintenance,Sidewalk Repair (Make Safe),48 Temple St  Boston  MA  02114,48 Temple St,2114.0,42.36,-71.0635,Citizens Connect App
26491,101004686524,2023-02-22 18:08:00,2023-02-24 08:30:00,,OVERDUE,Open, ,Sidewalk Repair (Make Safe),Public Works Department,Highway Maintenance,Sidewalk Repair (Make Safe),245 Summer St  Boston  MA  02111,245 Summer St,2111.0,42.3514,-71.0539,Constituent Call
26590,101004687110,2023-02-23 11:08:00,2023-02-24 11:08:05,,OVERDUE,Open, ,Sidewalk Repair (Make Safe),Public Works Department,Highway Maintenance,Sidewalk Repair (Make Safe),11 Varick Rd  West Roxbury  MA  02132,11 Varick Rd,2132.0,42.2845,-71.1685,Constituent Call
26915,101004657232,2023-02-06 04:43:00,2023-02-07 08:30:00,,OVERDUE,Open, ,Sidewalk Repair (Make Safe),Public Works Department,Highway Maintenance,Sidewalk Repair (Make Safe),INTERSECTION of Plymouth St & Riverway  Boston  MA  ,INTERSECTION Plymouth St & Riverway,,42.3594,-71.0587,Citizens Connect App
27013,101004657997,2023-02-06 11:24:00,2023-02-07 11:24:34,,OVERDUE,Open, ,Sidewalk Repair (Make Safe),Public Works Department,Highway Maintenance,Sidewalk Repair (Make Safe),31 Weld Hill St  Jamaica Plain  MA  02130,31 Weld Hill St,2130.0,42.2982,-71.1131,Constituent Call
27163,101004690296,2023-02-26 19:41:00,2023-02-28 08:30:00,,OVERDUE,Open, ,Sidewalk Repair (Make Safe),Public Works Department,Highway Maintenance,Sidewalk Repair (Make Safe),337-339 Huntington Ave  Boston  MA  02115,337-339 Huntington Ave,2115.0,42.3407,-71.0887,Citizens Connect App
27176,101004658959,2023-02-06 19:58:00,2023-02-08 08:30:00,,OVERDUE,Open, ,Sidewalk Repair (Make Safe),Public Works Department,Highway Maintenance,Sidewalk Repair (Make Safe),INTERSECTION of Kenmore St & Commonwealth Ave  Boston  MA  ,INTERSECTION Kenmore St & Commonwealth Ave,,42.3594,-71.0587,Citizens Connect App
27547,101004692619,2023-02-28 21:29:00,2023-03-02 08:30:00,,OVERDUE,Open, ,Sidewalk Repair (Make Safe),Public Works Department,Highway Maintenance,Sidewalk Repair (Make Safe),170-170R M St  South Boston  MA  02127,170-170R M St,2127.0,42.3321,-71.0331,Citizens Connect App
27631,101004662273,2023-02-09 10:18:00,2023-02-10 10:18:35,,OVERDUE,Open, ,Sidewalk Repair (Make Safe),Public Works Department,Highway Maintenance,Sidewalk Repair (Make Safe),19 Marlborough St  Boston  MA  02116,19 Marlborough St,2116.0,42.3546,-71.0733,Constituent Call
27649,101004692839,2023-03-01 08:12:00,2023-03-02 08:30:00,,OVERDUE,Open, ,Sidewalk Repair (Make Safe),Public Works Department,Highway Maintenance,Sidewalk Repair (Make Safe),26 Burt St  Dorchester  MA  02124,26 Burt St,2124.0,42.2846,-71.068,Citizens Connect App
27740,101004693252,2023-03-01 11:42:00,2023-03-02 11:42:24,,OVERDUE,Open, ,Sidewalk Repair (Make Safe),Public Works Department,Highway Maintenance,Sidewalk Repair (Make Safe),1 Ringgold St  Roxbury  MA  02118,1 Ringgold St,2118.0,42.3429,-71.0701,Citizens Connect App
27781,101004693543,2023-03-01 14:35:00,2023-03-02 14:35:22,,OVERDUE,Open, ,Sidewalk Repair (Make Safe),Public Works Department,Highway Maintenance,Sidewalk Repair (Make Safe),40 Hanson St  Roxbury  MA  02118,40 Hanson St,2118.0,42.344,-71.0709,Citizens Connect App
27815,101004693618,2023-03-01 15:45:00,2023-03-02 15:45:45,,OVERDUE,Open, ,Sidewalk Repair (Make Safe),Public Works Department,Highway Maintenance,Sidewalk Repair (Make Safe),3930 Washington St  Roslindale  MA  02131,3930 Washington St,2131.0,42.2942,-71.1195,Constituent Call
27832,101004663661,2023-02-10 10:59:00,2023-02-13 10:59:22,,OVERDUE,Open, ,Sidewalk Repair (Make Safe),Public Works Department,Highway Maintenance,Sidewalk Repair (Make Safe),24 Kingsboro Park  Jamaica Plain  MA  02130,24 Kingsboro Park,2130.0,42.3179,-71.1107,Constituent Call
27833,101004663665,2023-02-10 11:00:00,2023-02-13 11:00:37,,OVERDUE,Open, ,Sidewalk Repair (Make Safe),Public Works Department,Highway Maintenance,Sidewalk Repair (Make Safe),60 Waldemar Ave  East Boston  MA  02128,60 Waldemar Ave,2128.0,42.3914,-71.0017,Constituent Call
28065,101004665548,2023-02-12 16:00:00,2023-02-14 08:30:00,,OVERDUE,Open, ,Sidewalk Repair (Make Safe),Public Works Department,Highway Maintenance,Sidewalk Repair (Make Safe),INTERSECTION of Lawrence St & Dartmouth St  Boston  MA  ,INTERSECTION Lawrence St & Dartmouth St,,42.3594,-71.0587,Citizens Connect App
28144,101004665960,2023-02-13 08:56:00,2023-02-14 08:56:04,,OVERDUE,Open, ,Sidewalk Repair (Make Safe),Public Works Department,Highway Maintenance,Sidewalk Repair (Make Safe),50 Fremont St  Mattapan  MA  02126,50 Fremont St,2126.0,42.2707,-71.0912,Constituent Call
28388,101004695983,2023-03-03 13:56:00,2023-03-06 13:56:47,,OVERDUE,Open, ,Sidewalk Repair (Make Safe),Public Works Department,Highway Maintenance,Sidewalk Repair (Make Safe),17 Irving St  Boston  MA  02114,17 Irving St,2114.0,42.3606,-71.0665,Citizens Connect App
28402,101004668660,2023-02-15 08:26:00,2023-02-16 08:30:00,,OVERDUE,Open, ,Sidewalk Repair (Make Safe),Public Works Department,Highway Maintenance,Sidewalk Repair (Make Safe),945 Hyde Park Ave  Hyde Park  MA  02136,945 Hyde Park Ave,2136.0,42.2676,-71.1212,Citizens Connect App
28557,101004697213,2023-03-05 11:35:00,2023-03-07 08:30:00,,OVERDUE,Open, ,Sidewalk Repair (Make Safe),Public Works Department,Highway Maintenance,Sidewalk Repair (Make Safe),21 Irving St  Boston  MA  02114,21 Irving St,2114.0,42.3605,-71.0665,Citizens Connect App
28603,101004697442,2023-03-05 15:48:00,2023-03-07 08:30:00,,OVERDUE,Open, ,Sidewalk Repair (Make Safe),Public Works Department,Highway Maintenance,Sidewalk Repair (Make Safe),743 Bennington St  East Boston  MA  02128,743 Bennington St,2128.0,42.3849,-71.0114,Citizens Connect App
28611,101004697518,2023-03-05 17:46:00,2023-03-07 08:30:00,,OVERDUE,Open, ,Sidewalk Repair (Make Safe),Public Works Department,Highway Maintenance,Sidewalk Repair (Make Safe),725 Boylston St  Boston  MA  02116,725 Boylston St,2116.0,42.3496,-71.0802,Citizens Connect App
28810,101004698456,2023-03-06 13:10:00,2023-03-07 13:10:50,,OVERDUE,Open, ,Sidewalk Repair (Make Safe),Public Works Department,Highway Maintenance,Sidewalk Repair (Make Safe),20 Temple St  Mattapan  MA  02126,20 Temple St,2126.0,42.2726,-71.0725,Citizens Connect App
28832,101004698563,2023-03-06 13:54:00,2023-03-07 13:54:36,,OVERDUE,Open, ,Sidewalk Repair (Make Safe),Public Works Department,Highway Maintenance,Sidewalk Repair (Make Safe),INTERSECTION of Seaport Blvd & Sleeper St  Boston  MA  ,INTERSECTION Seaport Blvd & Sleeper St,,42.3594,-71.0587,Constituent Call
28958,101004681889,2023-02-17 13:49:00,2023-02-21 13:49:21,,OVERDUE,Open, ,Sidewalk Repair (Make Safe),Public Works Department,Highway Maintenance,Sidewalk Repair (Make Safe),INTERSECTION of First Ave & Sixteenth St  Charlestown  MA  ,INTERSECTION First Ave & Sixteenth St,,42.3594,-71.0587,Citizens Connect App
28971,101004682149,2023-02-17 16:31:00,2023-02-21 16:31:58,,OVERDUE,Open, ,Sidewalk Repair (Make Safe),Public Works Department,Highway Maintenance,Sidewalk Repair (Make Safe),3180 Washington St  Jamaica Plain  MA  02130,3180 Washington St,2130.0,42.3594,-71.0587,Citizens Connect App
28982,101004699651,2023-03-07 10:49:00,2023-03-08 10:49:14,,OVERDUE,Open, ,Sidewalk Repair (Make Safe),Public Works Department,Highway Maintenance,Sidewalk Repair (Make Safe),22 Mellen St  Dorchester  MA  02124,22 Mellen St,2124.0,42.2858,-71.0682,Citizens Connect App
29066,101004700337,2023-03-07 18:40:00,2023-03-09 08:30:00,,OVERDUE,Open, ,Sidewalk Repair (Make Safe),Public Works Department,Highway Maintenance,Sidewalk Repair (Make Safe),15 Brookview St  Dorchester  MA  02124,15 Brookview St,2124.0,42.2889,-71.0909,Citizens Connect App
29106,101004700540,2023-03-08 07:06:00,2023-03-09 08:30:00,,OVERDUE,Open, ,Sidewalk Repair (Make Safe),Public Works Department,Highway Maintenance,Sidewalk Repair (Make Safe),99 E Dedham St  Roxbury  MA  02118,99 E Dedham St,2118.0,42.3594,-71.0587,Citizens Connect App
29265,101004701097,2023-03-08 12:09:01,2023-03-09 12:09:01,,OVERDUE,Open, ,Sidewalk Repair (Make Safe),Public Works Department,Highway Maintenance,Sidewalk Repair (Make Safe),124 Gerard St  Roxbury  MA  02119,124 Gerard St,2119.0,42.3282,-71.0725,Citizens Connect App
29503,101004722666,2023-03-09 15:52:00,2023-03-10 15:52:18,,OVERDUE,Open, ,Sidewalk Repair (Make Safe),Public Works Department,Highway Maintenance,Sidewalk Repair (Make Safe),2508 Centre St  West Roxbury  MA  02132,2508 Centre St,2132.0,42.2647,-71.1627,Citizens Connect App
29505,101004722676,2023-03-09 15:59:00,2023-03-10 15:59:26,,OVERDUE,Open, ,Sidewalk Repair (Make Safe),Public Works Department,Highway Maintenance,Sidewalk Repair (Make Safe),23 Charles St  Dorchester  MA  02122,23 Charles St,2122.0,42.3005,-71.0627,Citizens Connect App
29558,101004723074,2023-03-10 07:21:00,2023-03-13 08:30:00,,ONTIME,Open, ,Sidewalk Repair (Make Safe),Public Works Department,Highway Maintenance,Sidewalk Repair (Make Safe),INTERSECTION of Hemenway St & Boylston St  Boston  MA  ,INTERSECTION Hemenway St & Boylston St,,42.3594,-71.0587,Citizens Connect App
29654,101004685771,2023-02-22 09:54:00,2023-02-23 09:54:24,,OVERDUE,Open, ,Sidewalk Repair (Make Safe),Public Works Department,Highway Maintenance,Sidewalk Repair (Make Safe),INTERSECTION of Isabella St & Columbus Ave  Boston  MA  ,INTERSECTION Isabella St & Columbus Ave,,42.3594,-71.0587,Citizens Connect App
29889,101004724381,2023-03-11 09:25:00,2023-03-14 08:30:00,,ONTIME,Open, ,Sidewalk Repair (Make Safe),Public Works Department,Highway Maintenance,Sidewalk Repair (Make Safe),505 Cummins Hwy  Roslindale  MA  02131,505 Cummins Hwy,2131.0,42.2748,-71.1104,Employee Generated
30051,101004616829,2023-01-02 15:20:00,2023-01-04 08:30:00,,OVERDUE,Open, ,Sidewalk Repair (Make Safe),Public Works Department,Highway Maintenance,Sidewalk Repair (Make Safe),INTERSECTION of Harcourt St & Public Alley No. 401  Boston  MA  ,INTERSECTION Harcourt St & Public Alley No. 401,,42.3594,-71.0587,Citizens Connect App
30243,101004689717,2023-02-25 19:07:00,2023-02-28 08:30:00,,OVERDUE,Open, ,Sidewalk Repair (Make Safe),Public Works Department,Highway Maintenance,Sidewalk Repair (Make Safe),INTERSECTION of Nonantum Rd & N Beacon St  Brighton  MA  ,INTERSECTION Nonantum Rd & N Beacon St,,42.3594,-71.0587,Citizens Connect App
30356,101004690513,2023-02-27 08:07:00,2023-02-28 08:30:00,,OVERDUE,Open, ,Sidewalk Repair (Make Safe),Public Works Department,Highway Maintenance,Sidewalk Repair (Make Safe),163 N St  South Boston  MA  02127,163 N St,2127.0,42.3327,-71.0314,Citizens Connect App
30551,101004619849,2023-01-04 17:46:00,2023-01-06 08:30:00,,OVERDUE,Open, ,Sidewalk Repair (Make Safe),Public Works Department,Highway Maintenance,Sidewalk Repair (Make Safe),68 Crawford St  Dorchester  MA  02121,68 Crawford St,2121.0,42.3128,-71.0886,Constituent Call
30572,101004619715,2023-01-04 15:53:00,2023-01-05 15:53:13,,OVERDUE,Open, ,Sidewalk Repair (Make Safe),Public Works Department,Highway Maintenance,Sidewalk Repair (Make Safe),11 Edinboro St  Boston  MA  02111,11 Edinboro St,2111.0,42.3521,-71.0599,Citizens Connect App
30714,101004620594,2023-01-05 11:46:00,2023-01-06 11:46:19,,OVERDUE,Open, ,Sidewalk Repair (Make Safe),Public Works Department,Highway Maintenance,Sidewalk Repair (Make Safe),582-582F Canterbury St  Roslindale  MA  02131,582-582F Canterbury St,2131.0,42.2879,-71.1083,Constituent Call
30833,101004693494,2023-03-01 14:08:00,2023-03-02 14:08:46,,OVERDUE,Open, ,Sidewalk Repair (Make Safe),Public Works Department,Highway Maintenance,Sidewalk Repair (Make Safe),INTERSECTION of Lingard St & Half Moon St  Dorchester  MA  ,INTERSECTION Lingard St & Half Moon St,,42.3594,-71.0587,Citizens Connect App
30916,101004621917,2023-01-06 12:47:00,2023-01-09 12:47:55,,OVERDUE,Open, ,Sidewalk Repair (Make Safe),Public Works Department,Highway Maintenance,Sidewalk Repair (Make Safe),38 Bradwood St  Roslindale  MA  02131,38 Bradwood St,2131.0,42.2856,-71.144,Citizens Connect App
31051,101004694794,2023-03-02 15:06:00,2023-03-03 15:06:38,,OVERDUE,Open, ,Sidewalk Repair (Make Safe),Public Works Department,Highway Maintenance,Sidewalk Repair (Make Safe),INTERSECTION of E Newton St & Washington St  Roxbury  MA  ,INTERSECTION E Newton St & Washington St,,42.3594,-71.0587,Citizens Connect App
31054,101004694847,2023-03-02 15:36:00,2023-03-03 15:36:44,,OVERDUE,Open, ,Sidewalk Repair (Make Safe),Public Works Department,Highway Maintenance,Sidewalk Repair (Make Safe),INTERSECTION of Richmond St & Commercial St  Boston  MA  ,INTERSECTION Richmond St & Commercial St,,42.3594,-71.0587,Citizens Connect App
31145,101004623545,2023-01-08 12:40:00,2023-01-10 08:30:00,,OVERDUE,Open, ,Sidewalk Repair (Make Safe),Public Works Department,Highway Maintenance,Sidewalk Repair (Make Safe),39 Saint Botolph St  Boston  MA  02116,39 Saint Botolph St,2116.0,42.3465,-71.0792,Citizens Connect App
31262,101004695859,2023-03-03 12:35:00,2023-03-06 12:35:14,,OVERDUE,Open, ,Sidewalk Repair (Make Safe),Public Works Department,Highway Maintenance,Sidewalk Repair (Make Safe),INTERSECTION of Popes Hill St & Worrell St  Dorchester  MA  ,INTERSECTION Popes Hill St & Worrell St,,42.3594,-71.0587,Citizens Connect App
31303,101004624389,2023-01-09 10:35:00,2023-01-10 10:35:51,,OVERDUE,Open, ,Sidewalk Repair (Make Safe),Public Works Department,Highway Maintenance,Sidewalk Repair (Make Safe),29-31 Covington St  South Boston  MA  02127,29-31 Covington St,2127.0,42.3316,-71.046,Citizens Connect App
31361,101004696349,2023-03-03 18:31:00,2023-03-07 08:30:00,,OVERDUE,Open, ,Sidewalk Repair (Make Safe),Public Works Department,Highway Maintenance,Sidewalk Repair (Make Safe),265 Shawmut Ave  Roxbury  MA  02118,265 Shawmut Ave,2118.0,42.3432,-71.0691,Citizens Connect App
31418,101004696876,2023-03-04 17:17:00,2023-03-20 08:30:00,,ONTIME,Open, ,Missing Sign,Transportation - Traffic Division,Signs & Signals,Missing Sign,1500-1502 Tremont St  Mission Hill  MA  02120,1500-1502 Tremont St,2120.0,42.3321,-71.0993,Constituent Call
31587,101004625992,2023-01-10 11:16:00,,,ONTIME,Open, ,Sidewalk Cover / Manhole,Boston Water & Sewer Commission,Sidewalk Cover / Manhole,Sidewalk Cover / Manhole,INTERSECTION of Massachusetts Ave & Newbury St  Boston  MA  ,INTERSECTION Massachusetts Ave & Newbury St,,42.3594,-71.0587,Constituent Call
31617,101004698290,2023-03-06 11:45:00,2023-03-20 11:45:38,,ONTIME,Open, ,Missing Sign,Transportation - Traffic Division,Signs & Signals,Missing Sign,131 Mount Pleasant Ave  Roxbury  MA  02119,131 Mount Pleasant Ave,2119.0,42.3248,-71.0762,City Worker App
31623,101004698451,2023-03-06 13:05:42,2024-03-05 13:05:42,,ONTIME,Open, ,Sidewalk Repair,Public Works Department,Highway Maintenance,Sidewalk Repair,INTERSECTION of Nonantum Rd & Brooks St  Brighton  MA  ,INTERSECTION Nonantum Rd & Brooks St,,42.3594,-71.0587,Employee Generated
31699,101004626422,2023-01-10 15:38:00,2023-01-11 15:38:38,,OVERDUE,Open, ,Sidewalk Repair (Make Safe),Public Works Department,Highway Maintenance,Sidewalk Repair (Make Safe),60 Florida St  Dorchester  MA  02124,60 Florida St,2124.0,42.29,-71.0591,Citizens Connect App
31749,101004699474,2023-03-07 09:21:00,2023-03-08 09:21:56,,OVERDUE,Open, ,Sidewalk Repair (Make Safe),Public Works Department,Highway Maintenance,Sidewalk Repair (Make Safe),36 Mount Vernon St  West Roxbury  MA  02132,36 Mount Vernon St,2132.0,42.2835,-71.1588,Citizens Connect App
31766,101004699707,2023-03-07 11:09:00,2023-03-08 11:09:29,,OVERDUE,Open, ,Sidewalk Repair (Make Safe),Public Works Department,Highway Maintenance,Sidewalk Repair (Make Safe),INTERSECTION of Chatham St & Butler Sq  Boston  MA  ,INTERSECTION Chatham St & Butler Sq,,42.3594,-71.0587,Citizens Connect App
31843,101004700228,2023-03-07 16:41:00,2023-03-08 16:41:01,,OVERDUE,Open, ,Sidewalk Repair (Make Safe),Public Works Department,Highway Maintenance,Sidewalk Repair (Make Safe),201 W Springfield St  Roxbury  MA  02118,201 W Springfield St,2118.0,42.3404,-71.08,Constituent Call
31906,101004627182,2023-01-11 10:15:00,2023-01-12 10:15:21,,OVERDUE,Open, ,Sidewalk Repair (Make Safe),Public Works Department,Highway Maintenance,Sidewalk Repair (Make Safe),INTERSECTION of Harcourt St & Public Alley No. 401  Boston  MA  ,INTERSECTION Harcourt St & Public Alley No. 401,,42.3594,-71.0587,Citizens Connect App
31960,101004711247,2023-03-08 13:29:00,2023-03-09 13:29:48,,OVERDUE,Open, ,Sidewalk Repair (Make Safe),Public Works Department,Highway Maintenance,Sidewalk Repair (Make Safe),702 Massachusetts Ave  Roxbury  MA  02118,702 Massachusetts Ave,2118.0,42.3352,-71.075,Citizens Connect App
32045,101004721954,2023-03-09 08:25:00,2023-03-10 08:30:00,,OVERDUE,Open, ,Sidewalk Repair (Make Safe),Public Works Department,Highway Maintenance,Sidewalk Repair (Make Safe),36 Lawton St  Hyde Park  MA  02136,36 Lawton St,2136.0,42.235,-71.1277,Constituent Call
32082,101004628287,2023-01-12 08:37:00,2023-01-13 08:37:26,,OVERDUE,Open, ,Sidewalk Repair (Make Safe),Public Works Department,Highway Maintenance,Sidewalk Repair (Make Safe),INTERSECTION of Union St & Main St  Charlestown  MA  ,INTERSECTION Union St & Main St,,42.3594,-71.0587,Citizens Connect App
32139,101004628611,2023-01-12 11:57:00,2023-01-13 11:57:02,,OVERDUE,Open, ,Sidewalk Repair (Make Safe),Public Works Department,Highway Maintenance,Sidewalk Repair (Make Safe),261 Main St  Charlestown  MA  02129,261 Main St,2129.0,42.3771,-71.0663,Constituent Call
32140,101004628615,2023-01-12 11:58:00,2023-01-13 11:58:36,,OVERDUE,Open, ,Sidewalk Repair (Make Safe),Public Works Department,Highway Maintenance,Sidewalk Repair (Make Safe),251 Main St  Charlestown  MA  02129,251 Main St,2129.0,42.3769,-71.0658,Constituent Call
32257,101004629237,2023-01-12 20:58:00,2023-01-17 08:30:00,,OVERDUE,Open, ,Sidewalk Repair (Make Safe),Public Works Department,Highway Maintenance,Sidewalk Repair (Make Safe),43 Arborough Rd  Roslindale  MA  02131,43 Arborough Rd,2131.0,42.2902,-71.1275,Citizens Connect App
32312,101004723448,2023-03-10 10:42:00,2023-03-13 10:42:57,,ONTIME,Open, ,Sidewalk Repair (Make Safe),Public Works Department,Highway Maintenance,Sidewalk Repair (Make Safe),720 Atlantic Ave  Boston  MA  02111,720 Atlantic Ave,2111.0,42.3504,-71.0558,Citizens Connect App
32341,101004723865,2023-03-10 15:40:00,2023-03-13 15:40:23,,ONTIME,Open, ,Sidewalk Repair (Make Safe),Public Works Department,Highway Maintenance,Sidewalk Repair (Make Safe),38 Osceola St  Mattapan  MA  02126,38 Osceola St,2126.0,42.262,-71.1022,Constituent Call
32344,101004723887,2023-03-10 15:49:00,2023-03-13 15:49:12,,ONTIME,Open, ,Sidewalk Repair (Make Safe),Public Works Department,Highway Maintenance,Sidewalk Repair (Make Safe),74 Favre St  Mattapan  MA  02126,74 Favre St,2126.0,42.2732,-71.0984,Citizens Connect App
32372,101004724089,2023-03-10 18:48:00,2023-03-14 08:30:00,,ONTIME,Open, ,Sidewalk Repair (Make Safe),Public Works Department,Highway Maintenance,Sidewalk Repair (Make Safe),1274 Dorchester Ave  Dorchester  MA  02122,1274 Dorchester Ave,2122.0,42.3072,-71.0582,Constituent Call
32403,101004629896,2023-01-13 11:54:00,2023-01-17 11:54:18,,OVERDUE,Open, ,Sidewalk Repair (Make Safe),Public Works Department,Highway Maintenance,Sidewalk Repair (Make Safe),92 Needham Rd  Hyde Park  MA  02136,92 Needham Rd,2136.0,42.2431,-71.1236,Citizens Connect App
32692,101004632739,2023-01-17 08:59:00,2023-01-18 08:59:32,,OVERDUE,Open, ,Sidewalk Repair (Make Safe),Public Works Department,Highway Maintenance,Sidewalk Repair (Make Safe),95R G St  South Boston  MA  02127,95R G St,2127.0,42.3329,-71.045,Citizens Connect App
32765,101004633545,2023-01-17 15:33:00,2023-01-18 15:33:22,,OVERDUE,Open, ,Sidewalk Repair (Make Safe),Public Works Department,Highway Maintenance,Sidewalk Repair (Make Safe),INTERSECTION of Brown Ave & Palfrey St  Roslindale  MA  ,INTERSECTION Brown Ave & Palfrey St,,42.3594,-71.0587,Citizens Connect App
32803,101004634069,2023-01-18 06:42:00,2023-01-19 08:30:00,,OVERDUE,Open, ,Sidewalk Repair (Make Safe),Public Works Department,Highway Maintenance,Sidewalk Repair (Make Safe),4323 Washington St  Roslindale  MA  02131,4323 Washington St,2131.0,42.2841,-71.131,Constituent Call
32908,101004635222,2023-01-18 17:04:00,2023-01-20 08:30:00,,OVERDUE,Open, ,Sidewalk Repair (Make Safe),Public Works Department,Highway Maintenance,Sidewalk Repair (Make Safe),INTERSECTION of Centre St & Greenough Ave  Jamaica Plain  MA  ,INTERSECTION Centre St & Greenough Ave,,42.3594,-71.0587,Citizens Connect App
32955,101004635651,2023-01-19 08:10:00,2023-01-25 08:30:00,,OVERDUE,Open, ,Sidewalk Repair (Make Safe),Public Works Department,Highway Maintenance,Sidewalk Repair (Make Safe),INTERSECTION of Allen's Aly & Lagrange St  Boston  MA  ,INTERSECTION Allen's Aly & Lagrange St,,42.3594,-71.0587,Citizens Connect App
32997,101004636142,2023-01-19 11:21:00,2023-01-20 11:21:02,,OVERDUE,Open, ,Sidewalk Repair (Make Safe),Public Works Department,Highway Maintenance,Sidewalk Repair (Make Safe),INTERSECTION of Cambridge St & Charles St  Boston  MA  ,INTERSECTION Cambridge St & Charles St,,42.3594,-71.0587,Constituent Call
33094,101004637314,2023-01-20 10:00:00,2023-01-23 10:00:14,,OVERDUE,Open, ,Sidewalk Repair (Make Safe),Public Works Department,Highway Maintenance,Sidewalk Repair (Make Safe),11 Radford Ln  Dorchester  MA  02124,11 Radford Ln,2124.0,42.2842,-71.0617,Citizens Connect App
33105,101004637535,2023-01-20 12:04:00,2023-01-23 12:05:05,,OVERDUE,Open, ,Sidewalk Repair (Make Safe),Public Works Department,Highway Maintenance,Sidewalk Repair (Make Safe),18 Gloria Rd  West Roxbury  MA  02132,18 Gloria Rd,2132.0,42.2874,-71.1448,Citizens Connect App
33185,101004638556,2023-01-21 11:32:00,2023-01-24 08:30:00,,OVERDUE,Open, ,Sidewalk Repair (Make Safe),Public Works Department,Highway Maintenance,Sidewalk Repair (Make Safe),INTERSECTION of Richmond St & Commercial St  Boston  MA  ,INTERSECTION Richmond St & Commercial St,,42.3594,-71.0587,Citizens Connect App
33211,101004639113,2023-01-22 08:41:00,2023-01-24 08:30:00,,OVERDUE,Open, ,Sidewalk Repair (Make Safe),Public Works Department,Highway Maintenance,Sidewalk Repair (Make Safe),31 Sagamore St  Dorchester  MA  02125,31 Sagamore St,2125.0,42.3143,-71.0546,Citizens Connect App
33658,101004646733,2023-01-28 07:06:00,2023-01-31 08:30:00,,OVERDUE,Open, ,Sidewalk (Make Safe),Public Works Department,Highway Maintenance,Sidewalk Repair (Make Safe),41 Anderson St  Boston  MA  02114,41 Anderson St,2114.0,42.3599,-71.0679,City Worker App
