Neighborhood,Street,Address_1,Address_2,Intersection,From,To,Permittee,Contractor,Permit,Project_Category,Construction_Notes,Work_Schedule,ExpirationDate,Estimated_Completion_Date,Roadway_Plates_In_Use,Sidewalk_Plates_In_Use,Status,Trench_Length,Contact_Number,NumberOfWorkZones,District
WEST ROXBURY/ROSLINDALE,PROSPECT AVE,14,,,,,National Grid,National Grid,EXCA-1436929,MAINTENANCE,,Days & Weekends,2023-02-24 00:00:00,2023-02-24 00:00:00,,,ONGOING SECTIONS TOPPED TO GRADE,,877-304-1203,1,06
WEST ROXBURY/ROSLINDALE,BRADEEN ST,68,,,,,Boston Water & Sewer Commission,Boston Water & Sewer Commi,EMER-1436394,EMERGENCY,Leak Repair (Leak on Street),Days & Weekends,2023-02-15 00:00:00,2023-02-15 00:00:00,,,ONGOING SECTIONS TOPPED TO GRADE,,617-989-7000,1,06
WEST ROXBURY/ROSLINDALE,CLEMENT AV,93,,,,,National Grid,National Grid,EXCA-1436938,MAINTENANCE,,Days & Weekends,2023-02-28 00:00:00,2023-02-28 00:00:00,,,,,877-304-1203,1,06
WEST ROXBURY/ROSLINDALE,CENTRE ST,1737,,,,,Eversource Electric,Riley Brothers,EMER-1358833,EMERGENCY,Emergency - Service Reroute,Days & Weekends,2023-02-10 00:00:00,2023-02-10 00:00:00,,,ONGOING SECTIONS TOPPED TO GRADE,,1-800-592 20,1,06
WEST ROXBURY/ROSLINDALE,CLEMENT AV,123,,,,,National Grid,National Grid,EXCA-1436948,MAINTENANCE,,Days & Weekends,2023-02-24 00:00:00,2023-02-24 00:00:00,,,ONGOING SECTIONS TOPPED TO GRADE,,877-304-1203,1,06
WEST ROXBURY/ROSLINDALE,FLORENCE ST,149,,,,,Boston Water & Sewer Commission,Metro Equipment Corp,EMER-1426182,EMERGENCY,Service Repair (Leak on Service),Days & Weekends,2023-02-10 00:00:00,2023-02-10 00:00:00,,,ONGOING SECTIONS TOPPED TO GRADE,,1-617-989 70,1,06
WEST ROXBURY/ROSLINDALE,CANTERBURY ST,0,,,,,Boston Water & Sewer Commission,N & M,EXCA-1433376,NEW CONDUIT AND/OR MAIN,INSTALLATION OF SERVICES,Days & Weekends,2023-02-14 00:00:00,2023-02-14 00:00:00,,,,,617-989-7000,1,06
WEST ROXBURY/ROSLINDALE,MAPLE ST,240,,,,,National Grid,National Grid,EXCA-1436869,MAINTENANCE,,Days & Weekends,2023-02-24 00:00:00,2023-02-24 00:00:00,,,,,877-304-1203,1,06
WEST ROXBURY/ROSLINDALE,PROSPECT AV,14,,,,,National Grid,National Grid,EXCA-1436929,MAINTENANCE,,Days & Weekends,2023-02-24 00:00:00,2023-02-24 00:00:00,,,,,877-304-1203,1,06
WEST ROXBURY/ROSLINDALE,ROSLINDALE AV,73,75,,,,National Grid,Feeney Brothers Excavation,EXCA-1378527,NEW CONDUIT AND/OR MAIN,INSTALLATION OF GAS MAIN,Days & Weekends,2023-03-07 00:00:00,2023-03-07 00:00:00,,,ONGOING SECTIONS TOPPED TO GRADE,,877-304-1203,1,06
WEST ROXBURY/ROSLINDALE,NEPONSET AV,32,,,,,National Grid,National Grid,EMER-1333346,EMERGENCY,Grade 1 Gas Leak,Days & Weekends,2023-02-08 00:00:00,2023-02-08 00:00:00,,,ONGOING SECTIONS TOPPED TO GRADE,,1-877-304 12,1,06
WEST ROXBURY/ROSLINDALE,CLEMENT AV,93,,,,,National Grid,National Grid,EXCA-1436938,MAINTENANCE,,Days & Weekends,2023-02-28 00:00:00,2023-02-28 00:00:00,,,,,877-304-1203,1,06
WEST ROXBURY/ROSLINDALE,MT CALVARY RD,37,,,,,National Grid,National Grid,EXCA-1433540,MAINTENANCE,,Days & Weekends,2023-02-08 00:00:00,2023-02-08 00:00:00,,,,,877-304-1203,1,06
WEST ROXBURY/ROSLINDALE,NEWBURG ST,60,,,,,National Grid,National Grid,EXCA-1433582,MAINTENANCE,,Days & Weekends,2023-02-08 00:00:00,2023-02-08 00:00:00,,,,,877-304-1203,1,06
WEST ROXBURY/ROSLINDALE,KEITH ST,6,105,,,,National Grid,Feeney Brothers Excavation,EXCA-1407909,NEW CONDUIT AND/OR MAIN,INSTALLATION OF GAS MAIN,Days & Weekends,2023-03-07 00:00:00,2023-03-07 00:00:00,,,ONGOING SECTIONS TOPPED TO GRADE,1600,877-304-1203,1,06
WEST ROXBURY/ROSLINDALE,BELGRADE AV,450,,,,,Verizon,Danella Line Co,EXCA-1433427,MAINTENANCE,CONDUIT REPAIR,Days & Weekends,2023-02-07 00:00:00,2023-02-07 00:00:00,,,,25,800-446-8946,1,06
WEST ROXBURY/ROSLINDALE,SHERMAN RD,218,,,,,Boston Public Works,Maverick Construction,EXCA-1434324,SERVICE,INSTALLATION OF HANDHOLE AND BASE,Days & Weekends,2023-02-09 00:00:00,2023-02-09 00:00:00,,,ONGOING SECTIONS TOPPED TO GRADE,,857-472-0105,1,06
WEST ROXBURY/ROSLINDALE,SELWYN ST,132,,,,,Boston Water & Sewer Commission,Metro Equipment Corp,EMER-1426161,EMERGENCY,Service Repair (Leak on Service),Days & Weekends,2023-02-02 00:00:00,2023-02-04 00:00:00,,,ONGOING SECTIONS TOPPED TO GRADE,,1-617-989 70,1,06
WEST ROXBURY/ROSLINDALE,AVALON RD,12,,,,,Boston Water & Sewer Commission,Boston Water & Sewer Commi,EMER-1426162,EMERGENCY,Leak Repair (Leak on Street),Days & Weekends,2023-02-05 00:00:00,2023-02-04 00:00:00,,,ONGOING SECTIONS TOPPED TO GRADE,,1-617-989 70,1,06
WEST ROXBURY/ROSLINDALE,LA GRANGE ST,430,,,,,Boston Water & Sewer Commission,Boston Water & Sewer Commi,EMER-1426163,EMERGENCY,Sewer Repair (Broken Sewer),Days & Weekends,2023-02-05 00:00:00,2023-02-08 00:00:00,,,ONGOING SECTIONS TOPPED TO GRADE,,1-617-989 70,1,06
WEST ROXBURY/ROSLINDALE,CEDARCREST RD,9,,,,,Boston Water & Sewer Commission,GIUGLIANO,EMER-1426166,EMERGENCY,Casting Repair - Public Safety Concern,Days & Weekends,2023-02-04 00:00:00,2023-02-08 00:00:00,,,ONGOING SECTIONS TOPPED TO GRADE,,1-617-989 70,1,06
WEST ROXBURY/ROSLINDALE,CHARME AV,59,,,,,Boston Water & Sewer Commission,Metro Equipment Corp,EMER-1426145,EMERGENCY,Hydrant Repair (Inoperable Hydrant),Days & Weekends,2023-02-01 00:00:00,2023-02-01 00:00:00,,,ONGOING SECTIONS TOPPED TO GRADE,,1-617-989 70,1,06
WEST ROXBURY/ROSLINDALE,ELGIN ST,39,,,,,"Sean Farrell Excavation, Inc.","Sean Farrell Excavation, I",EMER-00000,EMERGENCY,Sewer Repair (Broken Sewer),Days & Weekends,2023-02-01 00:00:00,2023-02-01 00:00:00,,,ONGOING SECTIONS TOPPED TO GRADE,,1-617-472 20,1,06
WEST ROXBURY/ROSLINDALE,MURRAY HILL RD,36,,,,,National Grid,National Grid,EXCA-1433602,MAINTENANCE,INSTALLATION OF GAS SERVICE,Days & Weekends,2023-02-10 00:00:00,2023-02-10 00:00:00,,,,,877-304-1203,1,06
WEST ROXBURY/ROSLINDALE,CHURCH ST,108,,PARKLAWN,,,National Grid,National Grid,EXCA-1433583,MAINTENANCE,GAS LEAK REPAIR,Days & Weekends,2023-02-08 00:00:00,2023-02-08 00:00:00,,,,,877-304-1203,1,06
WEST ROXBURY/ROSLINDALE,MENDELSOHN ST,30,,,,,National Grid,National Grid,EXCA-1433577,MAINTENANCE,GAS LEAK REPAIR,Days & Weekends,2023-02-08 00:00:00,2023-02-08 00:00:00,,,,,877-304-1203,1,06
WEST ROXBURY/ROSLINDALE,POPLAR ST,512,514,,,,Ronan 953 LLC,Ronan 953 LLC,EXCA-1432318,NEW CONDUIT AND/OR MAIN,INSTALL WATER SERVICE,Days & Weekends,2023-02-02 00:00:00,2023-02-08 00:00:00,,,ONGOING SECTIONS TOPPED TO GRADE,,617-510-1013,1,06
WEST ROXBURY/ROSLINDALE,POPLAR ST ,442,,,,,National Grid,National Grid,EMER-1323868,EMERGENCY,Grade 1 Gas Leak,Days & Weekends,2023-01-24 00:00:00,2023-01-24 00:00:00,,,ONGOING SECTIONS TOPPED TO GRADE,,1-877-304 12,1,06
WEST ROXBURY/ROSLINDALE,MANTHORNE RD ,151,,,,,National Grid,National Grid,EMER-1323871,EMERGENCY,Grade 1 Gas Leak,Days & Weekends,2023-01-26 00:00:00,2023-01-26 00:00:00,,,ONGOING SECTIONS TOPPED TO GRADE,,1-877-304 12,1,06
WEST ROXBURY/ROSLINDALE,BERTSON AV,21,,,,,Boston Water & Sewer Commission,Metro Equipment Corp,EMER-1424079,EMERGENCY,Service Repair (Leak on Service),Days & Weekends,2023-01-18 00:00:00,2023-01-19 00:00:00,,,ONGOING SECTIONS TOPPED TO GRADE,,617-989-7000,1,06
WEST ROXBURY/ROSLINDALE,BELGRADE AV,426,,,,,"Sean Farrell Excavation, Inc.","Sean Farrell Excavation, I",EMER-000000,EMERGENCY,Emergency Fire Pipe Repair,Days & Weekends,2023-01-19 00:00:00,2023-01-19 00:00:00,,,ONGOING SECTIONS TOPPED TO GRADE,,617-293-7660,1,06
WEST ROXBURY/ROSLINDALE,PARK ST,385,,,,,Boston Water & Sewer Commission,Boston Water & Sewer Commi,EMER-1424069,EMERGENCY,Service Repair (Leak on Service),Days & Weekends,2023-01-19 00:00:00,2023-01-19 00:00:00,,,ONGOING SECTIONS TOPPED TO GRADE,,1-617-989 70,1,06
WEST ROXBURY/ROSLINDALE,CEDRUS AVE,38,,,,,National Grid,National Grid,EXCA-1428721,MAINTENANCE,GAS LEAK REPAIR,Days & Weekends,2023-02-03 00:00:00,2023-02-03 00:00:00,,,ONGOING SECTIONS TOPPED TO GRADE,,877-304-1203,1,06
WEST ROXBURY/ROSLINDALE,BEECH ST,437,,,,,National Grid,National Grid,EXCA-1428839,MAINTENANCE,GAS LEAK REPAIR,Days & Weekends,2023-02-04 00:00:00,2023-02-04 00:00:00,,,ONGOING SECTIONS TOPPED TO GRADE,,877-304-1203,1,06
WEST ROXBURY/ROSLINDALE,PIERPONT RD,44,,,,,Boston Public Works,Maverick Construction,EXCA-1432334,MAINTENANCE,INSTALL HANDHOLE,Days & Weekends,2023-02-16 00:00:00,2023-02-16 00:00:00,,,ONGOING SECTIONS TOPPED TO GRADE,,857-472-0105,1,06
WEST ROXBURY/ROSLINDALE,CENTRE ST,1683,,,,,National Grid,National Grid,EMER-1323863,EMERGENCY,Grade 1 Gas Leak,Days & Weekends,2023-01-21 00:00:00,2023-01-21 00:00:00,,,ONGOING SECTIONS TOPPED TO GRADE,,1-877-304 12,1,06
WEST ROXBURY/ROSLINDALE,BERTSON AV,21,,,,,Boston Water & Sewer Commission,Metro Equipment Corp,EMER-1424079,EMERGENCY,Service Repair (Leak on Service),Days & Weekends,,,,,ONGOING SECTIONS TOPPED TO GRADE,,1-617-989 70,1,06
WEST ROXBURY/ROSLINDALE,DURNELL AV,58,209,,,,National Grid,Feeney Brothers Excavation,EXCA-1349648,NEW CONDUIT AND/OR MAIN,INSTALLATION OF NEW MAIN,Days & Weekends,2023-03-07 00:00:00,2023-03-07 00:00:00,,,ONGOING SECTIONS TOPPED TO GRADE,2005,877-304-1203,1,06
WEST ROXBURY/ROSLINDALE,PARAGON RD,38,,,,,Boston Water & Sewer Commission,Boston Water & Sewer Commi,EMER-1424055,EMERGENCY,Service Repair (Leak on Service),Days & Weekends,2023-01-13 00:00:00,2023-01-12 00:00:00,,,ONGOING SECTIONS TOPPED TO GRADE,,1-617-989 70,1,06
WEST ROXBURY/ROSLINDALE,CANTERBURY ST,688,,,,,Boston Water & Sewer Commission,Boston Water & Sewer Commi,EMER-1411788,EMERGENCY,Sewer Repair (Broken Sewer),Days & Weekends,2022-12-27 00:00:00,2023-01-15 00:00:00,,,ONGOING SECTIONS TOPPED TO GRADE,,1-617-989 70,1,06
WEST ROXBURY/ROSLINDALE,ANAWAN AV,23,,,,,Boston Water & Sewer Commission,Metro Equipment Corp,EMER-1411777,EMERGENCY,Hydrant Repair (Inoperable Hydrant),Days & Weekends,2022-12-27 00:00:00,2023-01-15 00:00:00,,,ONGOING SECTIONS TOPPED TO GRADE,,617-989-7000,1,06
WEST ROXBURY/ROSLINDALE,GRAYFIELD AV,50,,,,,National Grid,National Grid,EMER-1323241,EMERGENCY,Grade 1 Gas Leak,Days & Weekends,2022-12-29 00:00:00,2023-01-15 00:00:00,,,ONGOING SECTIONS TOPPED TO GRADE,,1-877-304 12,1,06
WEST ROXBURY/ROSLINDALE,CHARME AV,29,,,,,National Grid,National Grid,EMER-1323240,EMERGENCY,Grade 1 Gas Leak,Days & Weekends,2022-12-29 00:00:00,2023-01-15 00:00:00,,,ONGOING SECTIONS TOPPED TO GRADE,,1-877-304 12,1,06
WEST ROXBURY/ROSLINDALE,VOGEL ST,,,,,,Boston Water & Sewer Commission,Boston Water & Sewer Commi,EMER-1424042,EMERGENCY,Water Main Repair (Leak on Main),Days & Weekends,2023-01-05 00:00:00,2023-01-05 00:00:00,,,ONGOING SECTIONS TOPPED TO GRADE,,1-617-989 70,1,06
WEST ROXBURY/ROSLINDALE,MIDVALE ST,1,,COREY ST,,,National Grid,Feeney Brothers Excavation,EXCA-1398769,NEW CONDUIT AND/OR MAIN,INSTALLATION OF GAS MAIN,Days & Weekends,2023-02-03 00:00:00,2023-02-03 00:00:00,,,ONGOING SECTIONS TOPPED TO GRADE,550,877-304-1203,1,06
WEST ROXBURY/ROSLINDALE,NEPONSET AV,108,,,,,National Grid,National Grid,EXCA-1415974,MAINTENANCE,GAS LEAK REPAIR,Days & Weekends,2022-12-21 00:00:00,2023-01-15 00:00:00,,,ONGOING SECTIONS TOPPED TO GRADE,,877-304-1203,1,06
WEST ROXBURY/ROSLINDALE,CHARME AV,7,55,,,,National Grid,Feeney Brothers Excavation,EXCA-1321847,NEW CONDUIT AND/OR MAIN,INSTALLATION OF GAS MAIN,Days & Weekends,2022-12-21 00:00:00,2023-01-15 00:00:00,,,ONGOING SECTIONS TOPPED TO GRADE,785,877-304-1203,1,06
WEST ROXBURY/ROSLINDALE,NEPONSET AV,7,124,,,,National Grid,Feeney Brothers Excavation,EXCA-1321853,NEW CONDUIT AND/OR MAIN,INSTALLATION OF GAS MAIN,Days & Weekends,2023-03-07 00:00:00,2023-03-07 00:00:00,,,ONGOING SECTIONS TOPPED TO GRADE,2165,877-304-1203,1,06
SOUTH BOSTON,E ST,370,420,,,,National Grid,Feeney Brothers Excavation,EXCA-1344845,NEW CONDUIT AND/OR MAIN,INSTALLATION OF GAS MAIN,Days & Weekends,2023-03-17 00:00:00,2023-03-17 00:00:00,,,PLATES PINNED & BERMED,1500,877-304-1203,1,05
SOUTH BOSTON,WEST SEVENTH ST,4,112,,,,Boston Water & Sewer Commission,Fed Corp,EXCA-1393986,NEW CONDUIT AND/OR MAIN,INSTALLATION OF SEWER AND WATER MAIN,Days & Weekends,2022-12-23 00:00:00,2023-01-21 00:00:00,,,ONGOING SECTIONS TOPPED TO GRADE,1070,617-989-7000,1,05
SOUTH BOSTON,H ST,157,,,,,Eversource Electric,Mirra Company Co.,EMER-0000000,EMERGENCY,Emergency - Service Reroute,Days & Weekends,2023-01-04 00:00:00,2023-01-04 00:00:00,,,ONGOING SECTIONS TOPPED TO GRADE,,1-800-592 20,1,05
SOUTH BOSTON,A ST,,,WEST FOURTH ST,,,Comcast,P V Barone,EMER-1397110,EMERGENCY,Emergency - Cable Replacement,Days & Weekends,2023-01-04 00:00:00,2023-01-04 00:00:00,,,ONGOING SECTIONS TOPPED TO GRADE,,1-857-919 93,1,05
SOUTH BOSTON,BECKLER AV,12,,,,,Boston Water & Sewer Commission,Boston Water & Sewer Commi,EMER-1424040,EMERGENCY,Dig in Doubt (Leak on Service),Days & Weekends,2023-01-05 00:00:00,2023-01-05 00:00:00,,,ONGOING SECTIONS TOPPED TO GRADE,,1-617-989 70,1,05
SOUTH BOSTON,EAST SEVENTH ST,407,,,,,Eversource Electric,Mirra Company Co.,EMER-000000,EMERGENCY,Emergency - Cable Replacement,Days & Weekends,2023-01-04 00:00:00,2023-01-04 00:00:00,,,ONGOING SECTIONS TOPPED TO GRADE,,1-800-592 20,1,05
SOUTH BOSTON,EAST EIGHTH ST,348,,,,,Keash Excavating Inc,Keash Excavating Inc,EMER-0000,EMERGENCY,Water Main Repair (Leak on Main),Days & Weekends,2023-01-04 00:00:00,2023-01-04 00:00:00,,,ONGOING SECTIONS TOPPED TO GRADE,,1-857-231 11,1,05
SOUTH BOSTON,ATLANTIC ST,,,,,,Boston Water & Sewer Commission,Boston Water & Sewer Commi,EMER-1411789,EMERGENCY,Water Main Repair (Leak on Main),Days & Weekends,2022-12-27 00:00:00,2023-02-08 00:00:00,,,ONGOING SECTIONS TOPPED TO GRADE,,617-989-7000,1,05
SOUTH BOSTON,EAST THIRD ST,411,,,,,Eversource Electric,Mirra Co,,SERVICE,,Days & Weekends,2022-12-28 00:00:00,2023-01-15 00:00:00,,,ONGOING SECTIONS TOPPED TO GRADE,,800-592-2000,1,05
SOUTH BOSTON,DORCHESTER AV,480,,,,,National Grid,National Grid,EMER-1323832,EMERGENCY,Grade 1 Gas Leak,Days & Weekends,2023-01-13 00:00:00,2023-01-12 00:00:00,,,ONGOING SECTIONS TOPPED TO GRADE,,1-877-304 12,1,05
SOUTH BOSTON,EAST FIFTH ST,606,,,,,Boston Water & Sewer Commission,Metro Equipment,EMER-1424053,EMERGENCY,Emergency - Manhole Structural Repair,Days & Weekends,2023-01-13 00:00:00,2023-01-12 00:00:00,,,ONGOING SECTIONS TOPPED TO GRADE,,1-617-989 70,1,05
SOUTH BOSTON,DORCHESTER ST,,,WEST NINTH ST,,,Boston Water & Sewer Commission,Metro Equipment Co,EMER-1424052,EMERGENCY,Casting Repair - Public Safety Concern,Days & Weekends,2023-01-13 00:00:00,2023-01-12 00:00:00,,,ONGOING SECTIONS TOPPED TO GRADE,,1-617-989 70,1,05
SOUTH BOSTON,DORCHESTER ST,11,,,,,National Grid,National Grid,EMER-1323277,EMERGENCY,Grade 1 Gas Leak,Days & Weekends,2023-01-07 00:00:00,2023-01-07 00:00:00,,,ONGOING SECTIONS TOPPED TO GRADE,,877-304-1203,1,05
SOUTH BOSTON,DORCHESTER AVE,320,,,,,National Grid,National Grid,EMER-1323276,EMERGENCY,Grade 1 Gas Leak,Days & Weekends,2023-01-07 00:00:00,2023-01-07 00:00:00,,,ONGOING SECTIONS TOPPED TO GRADE,,1-877-304 12,1,05
SOUTH BOSTON,DORCHESTER ST,146,,,,,Keash Excavating Inc,Keash Excavating Inc,EMER-00000,EMERGENCY,Sewer Repair (Broken Sewer),Days & Weekends,2023-01-13 00:00:00,2023-01-13 00:00:00,,,ONGOING SECTIONS TOPPED TO GRADE,,1-857-231 11,1,05
SOUTH BOSTON,SEAPORT BLVD,51,,,,,Boston Water & Sewer Commission,Mario Susi & Sons,EMER-1424049,EMERGENCY,Water Main Repair (Leak on Main),Days & Weekends,2023-01-10 00:00:00,2023-01-10 00:00:00,,,ONGOING SECTIONS TOPPED TO GRADE,,617-989-7000,1,05
SOUTH BOSTON,DORCHESTER AV,474,,,,,Boston Water & Sewer Commission,Boston Water & Sewer Commi,EMER-1424060,EMERGENCY,Water Main Repair (Leak on Main),Days & Weekends,2023-01-13 00:00:00,2023-01-12 00:00:00,,,ONGOING SECTIONS TOPPED TO GRADE,,617-989-7000,1,05
SOUTH BOSTON,EMERSON ST,,,,,,Comcast,Mirra Company Co.,EMER-1397113,EMERGENCY,Emergency - Cable Repair,Days & Weekends,2023-01-13 00:00:00,2023-01-12 00:00:00,,,ONGOING SECTIONS TOPPED TO GRADE,,857-919-9935,1,05
SOUTH BOSTON,A ST,80,,,,,National Grid,National Grid,EMER-1323860,EMERGENCY,Grade 1 Gas Leak,Days & Weekends,2023-01-21 00:00:00,2023-01-21 00:00:00,,,ONGOING SECTIONS TOPPED TO GRADE,,877-304-1203,1,05
SOUTH BOSTON,DORCHESTER AV,480,,,,,National Grid,National Grid,EMER-1323832,EMERGENCY,GRADE 1 GAS LAEAK,Days & Weekends,2023-01-20 00:00:00,2023-02-08 00:00:00,,,ONGOING SECTIONS TOPPED TO GRADE,,877-304-1203,1,05
SOUTH BOSTON,EAST SIXTH ST,776,,,,,Eversource Electric,Riley Brothers,EMER-1160672,EMERGENCY,Emergency - Service Reroute,Days & Weekends,2023-01-19 00:00:00,2023-01-19 00:00:00,,,ONGOING SECTIONS TOPPED TO GRADE,,800-592-2000,1,05
SOUTH BOSTON,OLD COLONY AV,313,,,,,National Grid,National Grid,EXCA-1419991,MAINTENANCE,,Days & Weekends,2023-02-03 00:00:00,2023-02-03 00:00:00,,,ONGOING SECTIONS TOPPED TO GRADE,,877-304-1203,1,05
SOUTH BOSTON,D ST,247,,WEST BROADWAY,,,National Grid,National Grid,EXCA-1422483,MAINTENANCE,GAS LEAK REPAIR,Days & Weekends,2023-02-03 00:00:00,2023-02-03 00:00:00,,,ONGOING SECTIONS TOPPED TO GRADE,,877-304-1203,1,05
SOUTH BOSTON,K ST,,,EAST BROADWAY,,,Eversource Electric,Riley Brothers,EMER-1160667,EMERGENCY,Cable Failure,Days & Weekends,2023-01-19 00:00:00,2023-02-08 00:00:00,,,ONGOING SECTIONS TOPPED TO GRADE,,800-592-2000,1,05
SOUTH BOSTON,DAMRELL ST,28,,,,,National Grid,National Grid,EMER-1323853,EMERGENCY,Grade 1 Gas Leak / EMER-1323848,Days & Weekends,2023-01-19 00:00:00,2023-01-19 00:00:00,,,ONGOING SECTIONS TOPPED TO GRADE,,877-304-1203,1,05
SOUTH BOSTON,DAMRELL ST,28,,,,,National Grid,National Grid,EMER-1323848,EMERGENCY,Grade 1 Gas Leak,Days & Weekends,2023-01-17 00:00:00,2023-01-17 00:00:00,,,ONGOING SECTIONS TOPPED TO GRADE,,877-304-1203,1,05
SOUTH BOSTON,O ST,158,,,,,Hercules C & G Drain,Hercules C & G Drain,EMER-00000,EMERGENCY,Sewer Repair (Broken Sewer),Days & Weekends,2023-01-19 00:00:00,2023-01-19 00:00:00,,,ONGOING SECTIONS TOPPED TO GRADE,,781-251 9744,1,05
SOUTH BOSTON,EAST SIXTH ST,744,,,,,Crown Castle,Phoenix Communications Inc,EMER-1370354,EMERGENCY,Emergency - Service Outage,Days & Weekends,2023-01-26 00:00:00,2023-01-26 00:00:00,,,ONGOING SECTIONS TOPPED TO GRADE,,888-632-0931,1,05
SOUTH BOSTON,G ST,123,,,,,National Grid,National Grid,EMER-1323869,EMERGENCY,Grade 1 Gas Leak,Days & Weekends,2023-01-24 00:00:00,2023-01-24 00:00:00,,,ONGOING SECTIONS TOPPED TO GRADE,,877-304-1203,1,05
SOUTH BOSTON,O ST,,,EAST SIXTH ST,,,Boston Water & Sewer Commission,C Naughton Corp,EMER-1426141,EMERGENCY,Sewer Repair (Broken Sewer),Days & Weekends,2023-01-24 00:00:00,2023-01-24 00:00:00,,,ONGOING SECTIONS TOPPED TO GRADE,,617-989-7000,1,05
SOUTH BOSTON,EAST SIXTH ST,522,,,,,National Grid,National Grid,EMER-1323878,EMERGENCY,Grade 1 Gas Leak,Days & Weekends,2023-01-26 00:00:00,2023-01-26 00:00:00,,,ONGOING SECTIONS TOPPED TO GRADE,,877-304-1203,1,05
SOUTH BOSTON,D ST,1,,,,,National Grid,National Grid,EMER-1333313,EMERGENCY,Grade 1 Gas Leak,Days & Weekends,2023-02-01 00:00:00,2023-02-08 00:00:00,,,ONGOING SECTIONS TOPPED TO GRADE,,877-304-1203,1,05
ALLSTON/BRIGHTON,MEAD ST,10,,,,,National Grid,National Grid,EMER-1364999,EMERGENCY,Grade 1 Gas Leak,Days & Weekends,2023-02-22 00:00:00,2023-02-23 00:00:00,,,ONGOING SECTIONS TOPPED TO GRADE,,877-304-1203,1,04
SOUTH BOSTON,OLD COLONY AV,267,,,,,Boston Water & Sewer Commission,Boston Water & Sewer Commi,EMER-1426146,EMERGENCY,Gate Repair (Inoperable Gate),Days & Weekends,2023-02-01 00:00:00,2023-02-08 00:00:00,,,ONGOING SECTIONS TOPPED TO GRADE,,1-617-989 70,1,05
SOUTH BOSTON,DORCHESTER ST,256,,,,,Boston Water & Sewer Commission,GIUGLIANO,EMER-1426168,EMERGENCY,Casting Repair - Public Safety Concern,Days & Weekends,2023-02-04 00:00:00,2023-02-08 00:00:00,,,ONGOING SECTIONS TOPPED TO GRADE,,1-617-989 70,1,05
SOUTH BOSTON,EAST BROADWAY,654,,,,,Eversource Electric,Riley Brothers,EMER-0000000,EMERGENCY,Emergency - Service Outage,Days & Weekends,2023-02-05 00:00:00,2023-02-08 00:00:00,,,ONGOING SECTIONS TOPPED TO GRADE,,1-800-592 20,1,05
SOUTH BOSTON,ELLERY ST,1,,,,,National Grid,National Grid,EMER-133329,EMERGENCY,Grade 1 Gas Leak,Days & Weekends,2023-02-02 00:00:00,2023-02-08 00:00:00,,,ONGOING SECTIONS TOPPED TO GRADE,,1-877-304 12,1,05
SOUTH BOSTON,I ST,173,,,,,Comcast,Mirra Company Co.,EMER-1397151,EMERGENCY,Emergency - Cable Replacement,Days & Weekends,2023-02-01 00:00:00,2023-02-08 00:00:00,,,ONGOING SECTIONS TOPPED TO GRADE,,1-617-279 18,1,05
SOUTH BOSTON,I St,173,,,,,Comcast,Mirra Company Co.,EMER-1397151,EMERGENCY,Emergency - Cable Replacement,Days & Weekends,,,,,ONGOING SECTIONS TOPPED TO GRADE,,1-617-279 18,1,05
SOUTH BOSTON,DORCHESTER ST,259,,,,,Keash Excavating,Keash Excavating,EXCA-1425964,SERVICE,,Days & Weekends,2023-02-14 00:00:00,2023-02-14 00:00:00,,,PLATES PINNED & BERMED,,857-231-1171,1,05
SOUTH BOSTON,DORCHESTER ST,322,,,,,Eversource Electric,Eversource Electric,EXCA-1436931,SERVICE,INSTALLATION OF CONDUIT,Days & Weekends,2023-03-07 00:00:00,2023-03-07 00:00:00,,,ONGOING SECTIONS TOPPED TO GRADE,,800-592-2000,1,05
SOUTH BOSTON,L ST,87,111,EAST FIFTH ST,,,National Grid,Feeney Brothers Excavation,EXCA-1223615,MAINTENANCE,INSTALLATION OF GAS MAIN,Days & Weekends,2023-03-07 00:00:00,2023-03-07 00:00:00,,,ONGOING SECTIONS TOPPED TO GRADE,,877-304-1203,1,05
SOUTH BOSTON,D ST,24,146,,,,National Grid,Feeney Brothers Excavation,EXCA-1343833,MAINTENANCE,INSTALLATION OF GAS MAIN,Days & Weekends,2023-03-17 00:00:00,2023-03-17 00:00:00,,,PLATES PINNED & BERMED,,877-304-1203,1,05
SOUTH BOSTON,DORCHESTER ST,400,,,,,Eversource Electric,Sheerin Construction,EMER-1348826,EMERGENCY,Emergency - Cable Repair,Days & Weekends,2023-02-08 00:00:00,2023-02-08 00:00:00,,,ONGOING SECTIONS TOPPED TO GRADE,,800-592-2000,1,05
SOUTH BOSTON,EMERSON ST,120,126,,,,Kealey Excavation,Kealey Excavation,EXCA-1430880,NEW CONDUIT AND/OR MAIN,INSTALLATION OF WATER,Days & Weekends,2023-02-24 00:00:00,2023-01-24 00:00:00,,,PLATES PINNED & BERMED,,,1,05
SOUTH BOSTON,MERCER ST,31,,,,,C McGue Excavating,C McGue Excavating,EXCA-1438097,SERVICE,,Days & Weekends,2023-02-20 00:00:00,2023-02-20 00:00:00,,,,,,1,05
SOUTH BOSTON,I ST,86,,,,,Verizon,Danella Line Co,EXCA-1436905,NEW CONDUIT AND/OR MAIN,,Days & Weekends,2023-02-24 00:00:00,2023-02-24 00:00:00,,,,,800-446-8945,1,05
