name,type,latitude,longitude
Elm St @ West St,Bus Stop,42.503755,-71.161605
Elm St @ Monument,Bus Stop,42.501679,-71.159017
Main St @ Middlesex Canal Pk,Bus Stop,42.496928,-71.156036
Main St opp Capozzi Cir,Bus Stop,42.494153,-71.155323
Main St @ Eaton Ave,Bus Stop,42.492432,-71.154447
Main St @ Charles Gardner Ln,Bus Stop,42.489958,-71.153298
Main St opp Charles St,Bus Stop,42.486717,-71.151976
Main St @ Kilby St,Bus Stop,42.485493,-71.152187
466 Main St opp Union St,Bus Stop,42.481604,-71.150859
Summer St @ Melcher St,Bus Stop,42.350437,-71.050865
Summer St opp WTC Ave,Bus Stop,42.346836,-71.043514
Massachusetts Ave @ St Botolph St,Bus Stop,42.342303,-71.084121
Summer St @ WTC Ave,Bus Stop,42.347405,-71.044125
Bacon St @ School St,Bus Stop,42.37853,-71.242404
Bacon St @ Varnum Pk,Bus Stop,42.384792,-71.241094
Bacon St opp Greenwood Ln,Bus Stop,42.386461,-71.240558
Bacon St opp Clark Ln,Bus Stop,42.387797,-71.240119
Summer St opp Melcher St,Bus Stop,42.350545,-71.050865
Summer St @ Atlantic Ave,Bus Stop,42.35248,-71.054849
59 South St,Bus Stop,42.37381,-71.250028
River St @ Perkins Ave,Bus Stop,42.255031,-71.128097
River St @ Winslow St,Bus Stop,42.252994,-71.130155
River St @ Reservation Rd,Bus Stop,42.252083,-71.131077
River St @ Church St,Bus Stop,42.248679,-71.131525
Opposite 1608 River St,Bus Stop,42.247424,-71.134827
Neponset Valley Parkway @ Readville St,Bus Stop,42.244089,-71.133986
River St @ Turtle Pond Pkwy,Bus Stop,42.246564,-71.136228
Reservation Rd @ River St,Bus Stop,42.25236,-71.131005
229 Reservation Rd opp Thompson St,Bus Stop,42.25362,-71.132069
Reservation Rd @ Brainard St,Bus Stop,42.254309,-71.133823
Alwin St @ Stonehill Rd,Bus Stop,42.253854,-71.140109
Alwin St opp Leighton Rd,Bus Stop,42.253751,-71.142082
Alwin St @ Dedham Pkwy,Bus Stop,42.254636,-71.143432
Dedham Pkwy opp Georgetowne Dr,Bus Stop,42.255436,-71.143062
E Broadway @ N St,Bus Stop,42.335747,-71.031442
Turtle Pond Pkwy @ Alwin St,Bus Stop,42.25338,-71.139224
Turtle Pond Pkwy opp Bajko Rink,Bus Stop,42.248731,-71.138966
Turtle Pond Pkwy @ Fairview Ave,Bus Stop,42.246951,-71.136749
Readville St @ Norton St,Bus Stop,42.242007,-71.134699
Readville St @ Como Rd,Bus Stop,42.240139,-71.135796
Totten Pond Rd @ Pond End Rd,Bus Stop,42.390758,-71.241288
Totten Pond Rd @ Winter St,Bus Stop,42.397559,-71.253762
Readville St @ W Milton St,Bus Stop,42.238279,-71.135767
Totten Pond Rd @ Third Ave,Bus Stop,42.39705,-71.257227
175 Wyman St,Bus Stop,42.402082,-71.258857
Opp 404 Wyman St,Bus Stop,42.40697,-71.256562
238 Washington St opp May St,Bus Stop,42.158933,-71.218377
Washington St @ Pilgrim Way,Bus Stop,42.151728,-71.224638
Washington St opp Washington Green,Bus Stop,42.157235,-71.219805
W Milton St @ Pine Ave,Bus Stop,42.239096,-71.138246
W Milton St @ W Milton Pl,Bus Stop,42.239891,-71.140687
W Milton St @ Ernest Ave,Bus Stop,42.240804,-71.143447
River St opp Neponset Valley Pkwy,Bus Stop,42.244718,-71.137011
1799 River St opp Norton St,Bus Stop,42.244054,-71.138248
River St opp Vallaro Rd,Bus Stop,42.2433,-71.140102
River St @ Solaris Rd,Bus Stop,42.243093,-71.143229
Brookline Ave opp Newbury St,Bus Stop,42.348062,-71.097773
Watertown Yard,Bus Stop,42.364307,-71.185703
Sylvan St @ Kimball St,Bus Stop,42.439874,-71.054012
Sylvan St @ Blantyre Rd,Bus Stop,42.439418,-71.051859
Sylvan St @ Gilbert St,Bus Stop,42.439347,-71.050522
Sylvan St @ Lebanon St,Bus Stop,42.43939,-71.048295
Lebanon St @ Bratley St,Bus Stop,42.442778,-71.051561
Lebanon St @ Forest St,Bus Stop,42.443372,-71.054695
Salem St opp Wescott St,Bus Stop,42.434566,-71.03382
68 Hunting St opp Hunting Playground,Bus Stop,42.434141,-71.035964
Galen St @ Boyd St,Bus Stop,42.360008,-71.185448
Hunting St @ Salem St,Bus Stop,42.43427,-71.03866
Salem St @ Home St - Broadway Sq,Bus Stop,42.434125,-71.039413
Salem St @ Stanton St,Bus Stop,42.433949,-71.042118
769 Salem St,Bus Stop,42.433915,-71.043274
Salem St @ Lebanon St,Bus Stop,42.433605,-71.046025
Salem St @ Rockwell St,Bus Stop,42.432769,-71.048239
Pleasant St opp Russell St,Bus Stop,42.426755,-71.080027
Highland Ave @ Pleasant St,Bus Stop,42.426392,-71.081109
Washington St @ Bacon St,Bus Stop,42.357134,-71.185943
Highland Ave @ Charles St,Bus Stop,42.424888,-71.080878
400 Centre St - East,Bus Stop,42.356158,-71.184249
Dorchester Ave @ Melvinside Ter,Bus Stop,42.311856,-71.05752
Highland Ave @ Emerald St,Bus Stop,42.421132,-71.080151
Highland Ave @ Thacher St,Bus Stop,42.420417,-71.079978
Highland Ave @ Oakland St,Bus Stop,42.418691,-71.079956
Highland Ave @ Medford St,Bus Stop,42.417777,-71.07994
Highland Ave @ Devir St,Bus Stop,42.415965,-71.079733
Highland Ave @ Middlesex Ave,Bus Stop,42.41465,-71.079578
Middlesex Ave @ First St,Bus Stop,42.411411,-71.079279
Middlesex Ave @ Third St,Bus Stop,42.409644,-71.079912
Park St @ Elmwood St,Bus Stop,42.355599,-71.182378
Riverside Ave @ Middlesex Ave,Bus Stop,42.408877,-71.080329
Riverside Ave @ Fellsway,Bus Stop,42.409646,-71.0842
Fellsway @ Riverside Ave,Bus Stop,42.409581,-71.084645
Fellsway @ Wellington Circle Shopping Ctr,Bus Stop,42.405844,-71.082385
Fellsway @ Bradbury Ave,Bus Stop,42.407849,-71.082879
Riverside Ave @ Middlesex Ave,Bus Stop,42.408772,-71.080281
Middlesex Ave @ Third St,Bus Stop,42.410186,-71.07959
Middlesex Ave @ First St,Bus Stop,42.411446,-71.079138
Tremont St opp Hibbard Rd,Bus Stop,42.354693,-71.181072
Middlesex Ave @ Highland Ave - Townline Plaza,Bus Stop,42.414621,-71.079398
41 Highland Ave opp Devir St,Bus Stop,42.415863,-71.079597
Highland Ave @ Medford St,Bus Stop,42.417563,-71.079804
Highland Ave @ Oakland St,Bus Stop,42.418497,-71.079795
Highland Ave @ Thacher St,Bus Stop,42.42026,-71.079831
Highland Ave @ Adams St,Bus Stop,42.421622,-71.080077
Highland Ave @ Charles St,Bus Stop,42.423278,-71.080433
Highland Ave @ Wentworth St,Bus Stop,42.425173,-71.080805
Highland Ave @ Pleasant St,Bus Stop,42.426463,-71.08099
Tremont St @ Waverley Ave,Bus Stop,42.354039,-71.17911
Salem St @ Maplewood St,Bus Stop,42.433544,-71.0459
Salem St @ Spruce St,Bus Stop,42.433812,-71.043512
Washington St @ School St,Bus Stop,42.218878,-71.188252
Washington St @ Marshall St,Bus Stop,42.214402,-71.190031
Salem St @ Broadway - Broadway Sq,Bus Stop,42.434134,-71.038861
Salem St @ Bellavale St,Bus Stop,42.434613,-71.031767
Salem St @ Brentwood St,Bus Stop,42.436363,-71.027039
Salem St @ Revere St,Bus Stop,42.437257,-71.025457
Tremont St @ Pembroke St,Bus Stop,42.352946,-71.17681
Salem St @ Lynn St,Bus Stop,42.436065,-71.021736
Government Center - Cambridge St @ Sudbury St,Bus Stop,42.360756,-71.06064
Kenmore - 512 Commonwealth Ave,Bus Stop,42.348712,-71.095526
Woodland,Bus Stop,42.332975,-71.243312
Waban - Beacon St @ Waban,Bus Stop,42.326268,-71.231039
Waban - Beacon St opp Waban,Bus Stop,42.326372,-71.231098
Newton Centre - Langley Rd @ Braeland Ave,Bus Stop,42.329898,-71.191152
Newton Centre - Langley Rd opp Braeland Ave,Bus Stop,42.329976,-71.190997
Brookline Hills - Boylston St @ Cypress St,Bus Stop,42.330044,-71.126602
Brookline Hills - Boylston St @ Cypress St,Bus Stop,42.330034,-71.125599
Brookline Village - Pearl St @ Brookline Place Parking,Bus Stop,42.332733,-71.115961
Warren St @ Melrose St,Bus Stop,42.468798,-71.074237
Franklin St @ Warren St,Bus Stop,42.469465,-71.073595
Franklin St opp Greenwood St,Bus Stop,42.468688,-71.069631
Franklin St @ Ashland St,Bus Stop,42.468175,-71.066188
Franklin St @ Albion St,Bus Stop,42.46753,-71.063887
Porter St @ Rowe St,Bus Stop,42.460717,-71.061884
Porter St @ Bellevue Ave,Bus Stop,42.461233,-71.058282
Porter St @ Garfield Rd,Bus Stop,42.461665,-71.055183
Porter St @ Moreland Rd,Bus Stop,42.462333,-71.051182
Porter St @ East St,Bus Stop,42.462462,-71.050436
East St opp Sheffield Rd,Bus Stop,42.461216,-71.04967
East St @ Enmore Rd,Bus Stop,42.45968,-71.049025
East St @ Upham St,Bus Stop,42.459034,-71.048737
Upham St @ Highview Ave,Bus Stop,42.459017,-71.047955
Waverly Ave @ First St,Bus Stop,42.458088,-71.046817
Waverly Ave @ Laurel St,Bus Stop,42.456442,-71.046339
Laurel St @ Highview Ave,Bus Stop,42.456216,-71.047545
184 Laurel St,Bus Stop,42.456026,-71.048788
Tremont St @ Cufflin St,Bus Stop,42.351451,-71.173786
166 Laurel St,Bus Stop,42.455815,-71.050149
Laurel St @ Sixth St,Bus Stop,42.455539,-71.051934
Grove St opp Goss Ave,Bus Stop,42.454572,-71.052363
Grove St opp Florence Ave,Bus Stop,42.454436,-71.053287
Grove St opp Argyle St,Bus Stop,42.454163,-71.05506
Grove St @ Gooch St,Bus Stop,42.453896,-71.056828
Grove St @ Lebanon St,Bus Stop,42.453596,-71.059566
Grove St opp Linwood Ave,Bus Stop,42.453334,-71.063499
Grove St @ Walnut St,Bus Stop,42.45328,-71.06473
Massachusetts Ave @ Clearway St,Bus Stop,42.345331,-71.086739
Tremont St @ Tremont Pl,Bus Stop,42.350821,-71.172438
Grove St @ Main St,Bus Stop,42.453171,-71.066339
Winthrop St @ Winford Way,Bus Stop,42.43379,-71.131749
Main St @ Town Way,Bus Stop,42.437399,-71.132683
Main St @ Highland Ave,Bus Stop,42.439364,-71.133191
Main St @ Everell Rd,Bus Stop,42.442114,-71.135646
Main St @ Marshall Rd,Bus Stop,42.443201,-71.134855
Main St @ Chestnut St,Bus Stop,42.444772,-71.134486
Main St @ Prospect St,Bus Stop,42.447235,-71.133983
Main St @ Fairview Terr,Bus Stop,42.449223,-71.134098
Main St @ Vine St,Bus Stop,42.454623,-71.137709
Main St @ Lake St,Bus Stop,42.457111,-71.138313
757 Main St,Bus Stop,42.459212,-71.139961
Main St opp Richardson St,Bus Stop,42.460897,-71.140856
Main St opp Hemmingway St,Bus Stop,42.462961,-71.143731
Main St opp Sheridan Circle,Bus Stop,42.465094,-71.14553
Main St @ Cranes Ct,Bus Stop,42.467086,-71.146828
Main St @ Vining Ct,Bus Stop,42.469189,-71.148603
Tremont St @ Washington St,Bus Stop,42.350468,-71.168767
Main St @ Richardson St,Bus Stop,42.471028,-71.149962
Main St @ Fowle St,Bus Stop,42.472439,-71.149957
Main St @ Green St,Bus Stop,42.474754,-71.149603
Main St opp Myrtle St,Bus Stop,42.477186,-71.150713
Main St @ Montvale Ave,Bus Stop,42.478964,-71.151609
Common St @ Woburn City Hall,Bus Stop,42.479132,-71.152051
Main St @ Everett St,Bus Stop,42.481026,-71.150913
Main St @ Manning St,Bus Stop,42.485904,-71.151862
Main St @ Mishawum Rd,Bus Stop,42.487889,-71.152084
Washington St @ Breck Ave,Bus Stop,42.350418,-71.166927
Main St @ Page Pl,Bus Stop,42.490032,-71.153081
Main St @ Eaton Ave,Bus Stop,42.492296,-71.154162
Huntington Ave @ Gainsborough St,Bus Stop,42.341244,-71.08651
Main St @ Fisher Terr,Bus Stop,42.497441,-71.155907
Elm St @ Monument,Bus Stop,42.501791,-71.159009
Elm St opp West St,Bus Stop,42.503859,-71.161553
Elm St opp Ward St,Bus Stop,42.505319,-71.162461
73 Elm St opp Traverse St,Bus Stop,42.506796,-71.16183
Main St @ East Nichols St,Bus Stop,42.509413,-71.160959
Huntington Ave @ Longwood Ave,Bus Stop,42.336067,-71.100187
Main St @ W Dexter Ave,Bus Stop,42.512275,-71.160878
Main St opp Mountain St,Bus Stop,42.51472,-71.160818
Main St @ Wheeling St,Bus Stop,42.517096,-71.160477
1075 Main St,Bus Stop,42.518623,-71.158938
Winthrop St @ Playstead Rd,Bus Stop,42.431377,-71.130914
578 Winthrop St,Bus Stop,42.429733,-71.129796
Winthrop St @ Brooks St - Medford HS,Bus Stop,42.42737,-71.12592
Winthrop St @ Exeter St,Bus Stop,42.425346,-71.123087
Washington St @ Langley Rd,Bus Stop,42.349181,-71.163647
Winthrop St @ Suffolk St,Bus Stop,42.42372,-71.120978
Riverside Ave @ Saltonstall Building,Bus Stop,42.416645,-71.105074
163 Riverside Ave,Bus Stop,42.415599,-71.102581
Riverside Ave @ Marine St,Bus Stop,42.414666,-71.100884
Riverside Ave @ Maverick St,Bus Stop,42.413441,-71.098314
Riverside Ave @ Foster Ct,Bus Stop,42.412626,-71.096531
Riverside Ave @ Light Guard Dr,Bus Stop,42.411644,-71.094289
Riverside Ave @ Rockwell Ave,Bus Stop,42.411148,-71.092978
Riverside Ave @ Locust St,Bus Stop,42.410965,-71.09182
Riverside Ave @ Hall St,Bus Stop,42.410994,-71.089816
Washington St @ Lake St,Bus Stop,42.348823,-71.160127
Riverside Ave @ Commercial St,Bus Stop,42.410984,-71.087957
Riverside Ave @ Fellsway,Bus Stop,42.4098,-71.085081
624 Washington St opp Bird Middle School,Bus Stop,42.146594,-71.229238
Riverside Ave @ Fellsway,Bus Stop,42.409909,-71.085095
Riverside Ave opp Commercial St,Bus Stop,42.411081,-71.088031
Riverside Ave opp Hall St,Bus Stop,42.411092,-71.089571
350 Riverside Ave,Bus Stop,42.411391,-71.093443
Riverside Ave @ Hunewill Ave,Bus Stop,42.412257,-71.095422
Riverside Ave @ Carolina St,Bus Stop,42.41271,-71.096486
Riverside Ave @ Pembroke St,Bus Stop,42.41354,-71.098291
Washington St @ Foster St,Bus Stop,42.349007,-71.157011
Riverside Ave @ Park St,Bus Stop,42.414773,-71.100883
Aquarium - State St opp McKinley Sq,Bus Stop,42.359451,-71.053228
Newton Highlands - Walnut St @ Lincoln St,Bus Stop,42.32166,-71.206241
Newton Highlands - Walnut St @ Floral St,Bus Stop,42.321522,-71.205878
Riverside Ave @ Pleasant St,Bus Stop,42.415712,-71.102573
116 Riverside Ave,Bus Stop,42.416769,-71.105122
Winthrop St @ Lawrence Rd,Bus Stop,42.423885,-71.120863
Winthrop St @ Woodside Rd,Bus Stop,42.425505,-71.122968
475 Winthrop St @ Temple Shalom,Bus Stop,42.426933,-71.124967
Winthrop St @ Medford HS,Bus Stop,42.428177,-71.127063
Winthrop St opp Smith Ln,Bus Stop,42.429311,-71.12897
Main St @ Water St,Bus Stop,42.502413,-71.06981
Washington St @ Chestnut Hill Ave,Bus Stop,42.349043,-71.154176
Main St @ Galvin Middle School,Bus Stop,42.500253,-71.069327
Main St opp Charles St,Bus Stop,42.494778,-71.068964
Newton St @ Grove St,Bus Stop,42.307371,-71.14654
Main St opp Green St,Bus Stop,42.491616,-71.068767
Main St @ Forest St,Bus Stop,42.484184,-71.06779
Main St @ Greenwood Plaza,Bus Stop,42.481388,-71.065557
Main St @ Marion Ct,Bus Stop,42.479893,-71.06435
Washington St opp Waldo Terr,Bus Stop,42.349002,-71.152193
Main St opp Pitman Ave,Bus Stop,42.478473,-71.063162
Main St @ Hanson St,Bus Stop,42.476865,-71.062403
Chestnut Hill Ave opp Ackers Ave,Bus Stop,42.330054,-71.145914
Main St @ Humphrey St,Bus Stop,42.475213,-71.061702
Main St opp Bay State Rd,Bus Stop,42.473634,-71.061372
Main St @ Briggs St,Bus Stop,42.47152,-71.061294
Main St @ W Highland Ave,Bus Stop,42.469067,-71.061211
910 Main St,Bus Stop,42.465569,-71.061688
Main St opp Linden Rd,Bus Stop,42.464985,-71.061746
Main St @ Melrose St,Bus Stop,42.463112,-71.062015
Main St @ Lebanon St,Bus Stop,42.460637,-71.062318
Cambridge St @ Washington St,Bus Stop,42.348903,-71.150156
Main St @ Emerson St,Bus Stop,42.458861,-71.063131
Main St @ Essex St,Bus Stop,42.456326,-71.064624
Main St @ W Foster St - Melrose Sq,Bus Stop,42.45487,-71.065486
Main St @ Grove St,Bus Stop,42.453221,-71.066468
Main St @ W Wyoming Ave,Bus Stop,42.451565,-71.067473
238 Main St,Bus Stop,42.449125,-71.068104
Main St @ Lodge Ave,Bus Stop,42.447229,-71.068128
Main St @ Sylvan St,Bus Stop,42.44507,-71.068154
Main St @ Fairlawn St,Bus Stop,42.438316,-71.067159
Main St @ Rosemont St,Bus Stop,42.436509,-71.067705
Main St @ Winter St,Bus Stop,42.434984,-71.067819
Main St @ Clifton St,Bus Stop,42.432298,-71.067982
Main St @ Mountain Ave,Bus Stop,42.430873,-71.067703
Main St @ Salem St,Bus Stop,42.427259,-71.067055
Main St @ Salem St,Bus Stop,42.427577,-71.066963
Main St @ Mountain Ave,Bus Stop,42.430716,-71.067523
Main St @ Park Ave,Bus Stop,42.431905,-71.067859
Main St @ Leonard St,Bus Stop,42.434734,-71.067717
Main St opp Rosemont St,Bus Stop,42.43632,-71.067595
Cambridge St opp Dustin St,Bus Stop,42.350692,-71.145688
Main St opp Fairlawn St,Bus Stop,42.438379,-71.067041
Main St @ Banks Pl,Bus Stop,42.443302,-71.068052
Main St @ Sylvan St,Bus Stop,42.445129,-71.06801
Main St opp Lodge Ave,Bus Stop,42.447165,-71.067984
Main St @ Potomac St,Bus Stop,42.449185,-71.067978
Main St @ E Wyoming Ave,Bus Stop,42.451734,-71.067239
Main St @ Grove St,Bus Stop,42.453018,-71.066447
Main St @ E Foster St - Melrose Sq,Bus Stop,42.454666,-71.065465
Main St @ Upham St,Bus Stop,42.455934,-71.06473
Main St @ E Emerson St,Bus Stop,42.458656,-71.06311
Main St @ Lebanon St,Bus Stop,42.460534,-71.062229
Main St @ Short St,Bus Stop,42.463144,-71.061844
Main St @ Linden Rd,Bus Stop,42.46436,-71.06166
Main St @ Green St,Bus Stop,42.466597,-71.061381
Main St @ E Highland Ave,Bus Stop,42.469127,-71.061085
Main St @ Boardman Ave,Bus Stop,42.471586,-71.061153
Main St @ Bay State Rd,Bus Stop,42.473694,-71.061249
Main St @ Flint St,Bus Stop,42.475413,-71.061634
Main St @ Grafton St,Bus Stop,42.477172,-71.0624
677 Huntington Ave,Bus Stop,42.335111,-71.102717
Cambridge St @ Gordon St,Bus Stop,42.352276,-71.140761
Main St @ Pitman Ave,Bus Stop,42.478572,-71.063088
Main St opp Marion Ct,Bus Stop,42.479788,-71.064113
Main St @ Oak St,Bus Stop,42.482118,-71.065858
Main St @ Walton Pl,Bus Stop,42.484284,-71.067731
Main St @ Green St,Bus Stop,42.491692,-71.068655
Main St @ Charles St,Bus Stop,42.494618,-71.068794
Main St @ Nahant St,Bus Stop,42.497652,-71.069215
Cambridge St @ Barrows St,Bus Stop,42.353091,-71.13843
Main St @ Richardson St,Bus Stop,42.500308,-71.069193
Main St @ Water St,Bus Stop,42.502471,-71.069633
Brighton Ave @ Cambridge St,Bus Stop,42.353347,-71.136687
Brighton Ave @ Allston St,Bus Stop,42.353125,-71.134179
Salem St @ Main St,Bus Stop,42.508058,-71.07102
Salem St @ Pleasant St,Bus Stop,42.508789,-71.068434
Pleasant St @ Wave Ave,Bus Stop,42.511507,-71.069465
Brighton Ave @ Harvard Ave,Bus Stop,42.352822,-71.131746
Pleasant St @ Sweetser St,Bus Stop,42.514121,-71.070612
Cordis St @ Court St,Bus Stop,42.515601,-71.069515
Cordis St @ Vernon St,Bus Stop,42.515864,-71.06573
Vernon St @ Lowell St,Bus Stop,42.517201,-71.064263
Lowell St @ Magnolia Terr,Bus Stop,42.519003,-71.068609
Lowell St opp Pleasant St,Bus Stop,42.519727,-71.072172
Lowell St @ Main St,Bus Stop,42.522611,-71.077498
Salem St @ Governor Dr,Bus Stop,42.526423,-71.086636
Salem St @ Libby Ave,Bus Stop,42.527176,-71.088456
Salem St @ Winter St,Bus Stop,42.527178,-71.092062
Salem St opp Manning St,Bus Stop,42.527076,-71.094311
Woburn St @ Lowell St - Reading Sq,Bus Stop,42.52504,-71.103083
Massachusetts Ave @ Newbury St,Bus Stop,42.348005,-71.088033
Washington St @ Eliot St,Bus Stop,42.520867,-71.100049
Walkers Brook Dr @ New Crossing Rd,Bus Stop,42.519519,-71.094801
North Ave opp Lakeview Office Pk,Bus Stop,42.514899,-71.086992
North Ave @ Wolcott St,Bus Stop,42.512674,-71.084649
North Ave @ Church St,Bus Stop,42.505569,-71.078406
North Ave @ Chestnut St - Commuter Rail Station,Bus Stop,42.502661,-71.07588
Brighton Ave @ Commonwealth Ave,Bus Stop,42.35214,-71.126219
Atlantic Middle School,Bus Stop,42.277475,-71.024137
Hollis Ave @ Newbury Ave,Bus Stop,42.276597,-71.02546
Corporation Way after bridge,Bus Stop,42.404578,-71.075484
Fellsway @ Middlesex Ave - Wellington Circle,Bus Stop,42.406006,-71.081695
Washington St @ Oak Grove Station,Bus Stop,42.436901,-71.071145
Salem St @ Spring St,Bus Stop,42.527169,-71.096547
Commonwealth Ave @ Babcock St,Bus Stop,42.351568,-71.121168
Hunting St @ Salem St,Bus Stop,42.434173,-71.038379
Commonwealth Ave @ Pleasant St,Bus Stop,42.35123,-71.118201
Hunting St @ Coleman St,Bus Stop,42.434046,-71.036057
Main St @ Ledgewood Ave,Bus Stop,42.445852,-71.068149
710 East St opp Kendall St,Bus Stop,42.147256,-71.240311
Commonwealth Ave @ Carlton St,Bus Stop,42.350075,-71.108712
Commonwealth Ave @ St Mary's St,Bus Stop,42.349788,-71.106391
Commonwealth Ave @ Hinsdale St,Bus Stop,42.349397,-71.103055
Morton St @ Harvard St,Bus Stop,42.287893,-71.093873
Commonwealth Ave @ Blandford St,Bus Stop,42.34897,-71.099643
E Newton St @ Washington St,Bus Stop,42.33882,-71.073503
Neptune Blvd @ Blossom St,Bus Stop,42.460633,-70.954095
Neptune Blvd @ Blossom St,Bus Stop,42.460796,-70.954323
Pleasant @ Tremont St,Bus Stop,42.461961,-70.951348
Tremont St opp St Mary's High School,Bus Stop,42.462859,-70.950143
Neptune Blvd @ Commercial St,Bus Stop,42.45905,-70.959437
Park Dr @ Fenway Sta,Bus Stop,42.345304,-71.104558
Brookline Ave @ Boylston St,Bus Stop,42.343746,-71.102093
Seaver St @ Blue Hill Ave,Bus Stop,42.305629,-71.085316
East St @ Eastover Rd,Bus Stop,42.147177,-71.243081
498 Watertown St,Bus Stop,42.357406,-71.205884
Massachusetts Ave @ Beacon St,Bus Stop,42.350773,-71.089334
Commonwealth Ave @ Silber Way,Bus Stop,42.349458,-71.10074
Beaver St @ Linden St,Bus Stop,42.385011,-71.2167
Commonwealth Ave @ Granby St,Bus Stop,42.349831,-71.103801
Main St @ Bowker Rd,Bus Stop,42.376098,-71.214185
Weston St @ Cedarwood Ave,Bus Stop,42.372747,-71.263706
Main Shopping Center @ Marshall's,Bus Stop,42.382322,-71.261895
Main Shopping Center @ Market Basket,Bus Stop,42.38164,-71.262237
Commonwealth Ave @ St Mary's St,Bus Stop,42.350162,-71.10663
Commonwealth Ave @ University Rd,Bus Stop,42.350453,-71.108831
Commonwealth Ave @ Buick St,Bus Stop,42.35131,-71.115933
East St @ Diamond St,Bus Stop,42.147098,-71.246662
Commonwealth Ave @ Babcock St,Bus Stop,42.35197,-71.121441
1079 Commonwealth Ave,Bus Stop,42.352224,-71.123515
19 Brighton Ave,Bus Stop,42.352433,-71.126222
Brighton Ave @ Linden St,Bus Stop,42.352908,-71.130286
Brighton Ave opp Quint Ave,Bus Stop,42.353344,-71.133875
Cummins Hwy @ River St,Bus Stop,42.267476,-71.094332
Cummins Hwy @ American Legion Hwy,Bus Stop,42.278688,-71.116096
American Legion Hwy @ Canterbury St,Bus Stop,42.285541,-71.110061
Cambridge St @ N Beacon St,Bus Stop,42.353442,-71.137948
East St @ School St,Bus Stop,42.147037,-71.248963
Cambridge St @ Saunders St,Bus Stop,42.35209,-71.141711
Walnut St opp Jefferson Ave,Bus Stop,42.474945,-70.995549
Walnut St opp Edison St,Bus Stop,42.475514,-70.997329
Cambridge St @ Dustin St,Bus Stop,42.350864,-71.145539
77 Massachusetts Ave,Bus Stop,42.359349,-71.093716
